transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt,is_fraud,is_amount_missing,is_device_id_invalid,is_valid_ip,is_amount_outlier,amount_user_zscore,historical_user_avg_amount,amount_to_user_average_ratio,sudden_large_transaction_flag,rolling_txn_count_1h,inter_transaction_gap_seconds,rapid_repeat_5s_flag,transaction_hour,odd_hour_transaction_flag,odd_hour_high_amount_flag,micro_transaction_payment_flag,zero_or_missing_amount_flag,category_amount_mismatch_flag,location_mismatch_flag,new_merchant_city_flag,user_home_location,user_location_pattern_deviation_flag,users_per_device,shared_device_flag,new_device_for_user_flag,users_per_ip,shared_ip_flag,malformed_ip_flag,invalid_device_flag,failed_to_success_retry_flag,amount_balance_ratio,amount_exceeds_balance_flag,high_balance_utilization_flag,successful_overdraft_flag,success_unusual_context_flag,patterns_fired,time_since_last_transaction,user_avg_amount,amount_log1p,balance_log1p,estimated_post_transaction_balance,amount_to_balance_ratio,merchant_category_code,device_type_code,payment_method_code,transaction_status_code,cleaning_flag_score,pattern_score,anomaly_score,fraud_probability,pseudo_truth_label,top_signals
TXN-5B1F3ED20185,USR00194,9412.71102813,2024-03-22 09:44:02,mumai,delhi,groceries,DEV-99552D0A,desktop,card,,success,abc.def.ghi.jkl,,1,0,0,0,0,-0.21749491487405045,9689.13709468,0.9714705175653076,0,1.0,1375415.0,0,9,0,0,0,0,0,1,1,chennai,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,8,1375415.0,10748.108412001819,9.149922525519061,0.0,-9412.71102813,0.0,6,1,1,3,1,8,0.8677473575127415,0.943649469723556,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-B67B03B83566,USR00362,18293.0,2023-12-28 05:22:00,delh,ahmedabad,trav,DEV-F99776A3,tablet,wallet,,success,999.999.1.1,,0,0,0,0,0,1.4274854990735162,9856.699694301176,1.855895032550948,0,1.0,inf,0,5,1,0,0,0,0,1,1,ahmedabad,1,1.0,0,1,236.0,1,1,0,0,0.0,1,0,1,1,8,999999.0,9856.699694301176,9.81432841621631,0.0,-18293.0,0.0,7,4,5,3,1,8,0.8660992309935432,0.943155031767783,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-68B3507CFC29,USR00333,19684.12,2024-04-29 08:38:55,bengaluru,chennai,groceries,DEV-5CC0F368,desktop,wallet,-3359.08,success,999.999.1.1,,0,0,0,0,0,1.5742582167837473,6726.480437910001,2.9263624835748567,1,1.0,919866.0,0,8,0,0,0,0,0,1,0,hyderabad,1,1.0,0,1,236.0,1,1,0,0,0.0,1,0,1,1,8,919866.0,10155.379806625,9.88761829937145,0.0,-23043.199999999997,0.0,6,1,5,3,1,8,0.8650592514632168,0.9428430379086851,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-F43767EF397F,USR00148,,2024-01-02 18:12:37,mumai,bengaluru,electronics,DEV-C317BE02,desktop,unknown,210085.07,success,999.999.1.1,,0,1,0,0,0,0.0,1323.01509805,0.0,0,1.0,951167.0,0,18,0,0,0,1,0,1,1,chennai,1,1.0,0,1,236.0,1,1,0,0,0.0,0,0,0,1,7,951167.0,9048.013390827895,0.0,12.255272582873967,210085.07,0.0,2,1,3,3,2,7,0.9199344473216666,0.9426402604235546,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-9C78732DBD97,USR00093,15782.94219144,2024-04-23 23:03:55,ahmedabad,jaipur,food,DEV-9A8508E4,tablet,netbanking,,success,abc.def.ghi.jkl,,0,0,0,0,0,1.2055282014267834,8196.543316786428,1.9255607615855226,0,1.0,563899.0,0,23,0,0,0,0,0,1,1,hyderabad,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,8,563899.0,8357.790982842727,9.666748385217286,0.0,-15782.94219144,0.0,4,4,2,3,1,8,0.8641919334308625,0.9425828424989788,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-E69DB4449299,USR00393,18273.28305229,2024-01-07 18:35:48,mumai,pune,fashion,DEV-B10BF72A,moble,card,,success,999.999.1.1,,1,0,0,0,0,1.3318558190124188,7346.0,2.487514708996733,0,1.0,450616.0,0,18,0,0,0,0,0,1,1,jaipur,1,1.0,0,1,236.0,1,1,0,0,0.0,1,0,1,1,8,450616.0,11412.219203062143,9.813250052783578,0.0,-18273.28305229,0.0,3,3,1,3,1,8,0.8641694083718036,0.9425760849812611,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-17EE9E593DE2,USR00023,14707.66011776,2024-05-16 05:31:21,mumai,pune,electronics,DEV-927B0CAC,unknown,netbanking,,success,abc.def.ghi.jkl,,0,0,0,0,0,0.40858751108013225,11158.681170987273,1.318046451224014,0,1.0,367582.0,0,5,1,0,0,0,0,1,1,mumbai,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,8,367582.0,12664.535405247856,9.596191722958753,0.0,-14707.66011776,0.0,2,5,2,3,1,8,0.8612630336683923,0.9417041725702378,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-7E052F39E181,USR00050,11954.24,2024-05-16 15:10:53,mumbai,kolkata,groceries,DEV-5262A78A,mobile,netbanking,6635.5,pending,999.999.1.1,,0,0,0,0,0,0.41393431859037233,10138.292160458463,1.1791177262206083,0,1.0,786850.0,0,15,0,0,0,0,0,1,1,delhi,1,1.0,0,1,236.0,1,1,0,0,1.8015582849822922,1,1,0,0,7,786850.0,9866.532354775556,9.388924954973229,8.800339995066256,-5318.74,1.8015582849822922,6,2,2,2,1,7,0.9161395663338465,0.9415004660381585,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-B8C3327A7A53,USR00291,16097.0,2024-04-09 18:24:24,delh,delhi,groceries,DEV-897ED900,desktop,wallet,248273.66,failed,abc.def.ghi.jkl,,0,0,0,0,0,1.4525305587463297,5191.388621615713,3.1007118082001996,1,1.0,2721507.0,0,18,0,0,0,0,0,1,1,delhi,1,1.0,0,1,254.0,1,1,0,0,0.06483571394565174,0,0,0,0,6,2721507.0,8439.646140706875,9.686450319653678,12.422290912321422,232176.66,0.06483571394565174,6,1,5,1,1,6,0.9714580836893013,0.9414293545781283,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-A09ECE54233C,USR00171,9909.7424,2024-02-03 06:12:14,bengaluru,delh,trav,DEV-B4284FEF,moble,upi,4012.9,pending,abc.def.ghi.jkl,,0,0,0,0,0,0.06334543924944393,9621.89654821,1.0299157084414454,0,1.0,743354.0,0,6,0,0,0,0,0,1,1,ahmedabad,1,1.0,0,1,254.0,1,1,0,0,2.4694715542375834,1,1,0,0,7,743354.0,9452.710468382222,9.201374538746155,8.297518616240772,-5896.8423999999995,2.4694715542375834,7,3,4,2,1,7,0.9147432944021057,0.94108158445865,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-8910300B1085,USR00112,,2024-11-05 23:43:00,mumai,mumai,travel,DEV-1D79D404,tablet,unknown,278345.49,success,abc.def.ghi.jkl,,1,1,0,0,0,0.0,7925.2231354876,0.0,0,1.0,11756718.0,0,23,0,0,0,1,0,0,1,jaipur,1,1.0,0,1,254.0,1,1,0,0,0.0,0,0,0,1,6,11756718.0,8614.372973356087,0.0,12.536621983508795,278345.49,0.0,8,4,3,3,2,6,0.9650826893206218,0.9395209724014578,1,"['patterns_fired', 'cleaning_flag_score', 'is_amount_missing']"
TXN-B476C8660639,USR00203,,2024-02-19 10:14:34,hyderabad,ahmedabad,trav,DEV-2E787253,unknown,card,252683.46,success,abc.def.ghi.jkl,,0,1,0,0,0,0.0,8457.589136991666,0.0,0,1.0,1025167.0,0,10,0,0,0,1,0,1,1,bengaluru,1,1.0,0,1,254.0,1,1,0,0,0.0,0,0,0,1,7,1025167.0,9755.019733109288,0.0,12.439896795640463,252683.46,0.0,7,5,1,3,2,7,0.9090213437463317,0.9393692307676178,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
