transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt,is_fraud,is_amount_missing,is_device_id_invalid,is_valid_ip,is_amount_outlier
TXN-FDB3AC9D589A,USR00289,5762.16,2023-12-21 04:49:00,bengaluru,hyderabad,elec,DEV-DE7A49DA,desktop,card,,success,abc.def.ghi.jkl,,0,False,False,False,False
TXN-400B68CCBCC3,USR00104,18562.0,2023-12-21 04:57:20,hyderabad,mumbai,trav,,moble,netbanking,27445.37,pending,,,0,False,True,False,False
TXN-6CB12F6907EA,USR00018,2822.10972278,2023-12-21 06:53:31,mumbai,mumbai,groceries,DEV-473A3A7C,mobile,unknown,60031.18,success,226.19.168.235,,1,False,False,True,False
TXN-9B56CA117E98,USR00212,7555.0,2023-12-21 07:00:42,mumai,mumai,food,DEV-93A95FA7,tablet,upi,,pending,252.89.41.164,,0,False,False,True,False
TXN-97A253FE53B6,USR00037,11837.326,2023-12-21 08:05:43,jaipur,mumai,fashion,DEV-E5B80B6E,mobile,wallet,182624.04,failed,244.167.42.59,,0,False,False,True,False
TXN-7644C8F6FD7B,USR00355,17137.4453,2023-12-21 08:08:26,pune,hyderabad,fashion,DEV-99B240C1,mobile,unknown,93757.48,success,194.135.11.147,,0,False,False,True,False
TXN-6C099A703953,USR00359,1770.45071829,2023-12-21 08:22:46,delhi,pune,electronics,,tablet,upi,91408.45,failed,100.137.126.1,,0,False,True,True,False
TXN-83563807752A,USR00045,15492.0,2023-12-21 09:33:18,bengaluru,delhi,gaming,DEV-2074A4C6,mobile,upi,238943.94,success,151.129.198.145,15556.63,0,False,False,True,False
TXN-8E90A512202A,USR00302,15327.95,2023-12-21 10:07:00,bengaluru,bengaluru,gaming,DEV-B0D5AAA1,tablet,wallet,96269.7,success,201.76.196.219,,0,False,False,True,False
TXN-588C6AF5DDBD,USR00188,5435.34881672,2023-12-21 10:32:57,bengaluru,mumbai,electronics,DEV-B47C8D52,tablet,card,247643.05,success,234.19.6.6,,0,False,False,True,False
TXN-BCB68F5A82AC,USR00286,4077.09604821,2023-12-21 10:44:48,jaipur,delhi,elec,DEV-A0CF1AF8,mobile,wallet,247050.68,failed,143.124.136.150,,0,False,False,True,False
TXN-8554E70CD1A0,USR00354,10931.0647,2023-12-21 10:55:37,ahmedabad,bengaluru,fashion,DEV-B164256B,unknown,card,5191.01,failed,2.172.193.128,,0,False,False,True,False
TXN-5D021D525915,USR00106,9256.68,2023-12-21 11:08:02,delhi,mumai,groceries,DEV-D037C5D8,moble,upi,101759.21,pending,141.112.134.123,,0,False,False,True,False
TXN-C6FB7A608053,USR00213,8070.82993334,2023-12-21 11:29:05,chennai,hyderabad,food,DEV-D6FEE400,unknown,card,166168.14,success,194.94.106.29,,0,False,False,True,False
TXN-111D57D7D2C1,USR00272,,2023-12-21 13:08:02,hyderabad,mumai,elec,DEV-162DACE9,desktop,card,221405.53,success,25.198.149.252,,0,True,False,True,False
TXN-A2502CC953BA,USR00236,,2023-12-21 14:05:18,chennai,delh,elec,DEV-F3130FED,unknown,netbanking,71380.04,failed,33.217.149.60,,0,True,False,True,False
TXN-402DFE0A2B68,USR00309,16563.0,2023-12-21 14:44:25,chennai,hyderabad,food,DEV-B7CB13F4,mobile,unknown,198034.85,pending,197.134.155.178,,0,False,False,True,False
TXN-69AF2680675E,USR00007,2613.35,2023-12-21 15:22:00,pune,pune,unknown,DEV-28337736,moble,unknown,10901.96,success,133.172.49.241,,0,False,False,True,False
TXN-1FFB30835C2A,USR00027,,2023-12-21 16:13:10,bengaluru,ahmedabad,food,DEV-F8426F17,unknown,card,106326.51,success,,,0,True,False,False,False
TXN-8C1FF99444C3,USR00397,6098.0,2023-12-21 16:14:31,mumai,chennai,groceries,DEV-D5DD1078,desktop,upi,166676.99,pending,112.197.79.44,,0,False,False,True,False
TXN-6EB24032322B,USR00043,8903.3994,2023-12-21 16:29:32,delhi,hyderabad,groceries,,moble,card,80650.38,success,218.233.205.229,2740.3604,0,False,True,True,False
TXN-DA196C8D38B8,USR00162,7760.14,2023-12-21 18:27:20,kolkata,delhi,elec,DEV-141AC8FA,moble,unknown,,pending,209.179.149.196,,0,False,False,True,False
TXN-93EB1CC859B5,USR00366,13520.9201553,2023-12-21 18:29:06,pune,kolkata,trav,DEV-B21BD53A,moble,unknown,179907.98,pending,67.238.110.83,,0,False,False,True,False
TXN-31AA498C1BC9,USR00346,3629.5617,2023-12-21 18:42:00,bengaluru,mumbai,food,,mobile,wallet,,success,77.80.76.230,,0,False,True,True,False
TXN-E18072EE0FD6,USR00299,13804.61278405,2023-12-21 18:56:00,delh,hyderabad,fashion,DEV-B8CBD439,desktop,card,48815.42,success,114.96.41.171,,0,False,False,True,False
TXN-321B6668F46D,USR00204,9512.69,2023-12-21 19:56:50,chennai,chennai,travel,DEV-23DC6A89,mobile,card,134667.95,pending,abc.def.ghi.jkl,,0,False,False,False,False
TXN-9F0E3E15BD0F,USR00395,-102.9519,2023-12-21 20:46:05,jaipur,hyderabad,electronics,DEV-726100C2,unknown,card,185035.25,pending,10.5.223.4,,0,False,False,True,False
TXN-8B7A75F068A6,USR00316,180.7,2023-12-21 20:55:44,kolkata,chennai,elec,DEV-FFDFC38F,desktop,netbanking,107607.55,failed,12.229.130.31,13304.0,0,False,False,True,False
TXN-50240DE70371,USR00002,13841.73,2023-12-21 21:11:49,kolkata,ahmedabad,trav,DEV-653BE165,unknown,upi,241401.57,failed,97.209.2.127,,0,False,False,True,False
TXN-CF8C9FDB2112,USR00196,15708.0,2023-12-21 21:22:52,pune,jaipur,groceries,DEV-43F2FC75,unknown,upi,99334.61,failed,130.199.140.163,,0,False,False,True,False
TXN-B6DAC971B73C,USR00085,,2023-12-21 21:29:16,mumai,ahmedabad,unknown,DEV-3C0CB2DB,mobile,card,176754.56,pending,206.105.172.63,,0,True,False,True,False
TXN-28B735E18302,USR00358,673.8934,2023-12-21 21:45:49,delh,mumbai,elec,DEV-A1EF7CEE,desktop,unknown,121571.38,failed,207.82.56.106,,0,False,False,True,False
TXN-E74F26580344,USR00173,16744.2548,2023-12-21 21:51:20,hyderabad,delh,fashion,DEV-96A73D2E,moble,card,282020.93,failed,190.201.195.15,,0,False,False,True,False
TXN-FD209D282C8E,USR00285,12259.39,2023-12-21 23:41:26,mumai,delhi,groceries,DEV-5D3F4B29,moble,card,150372.23,success,65.245.126.106,,0,False,False,True,False
TXN-C3AE87CF049C,USR00082,13916.0,2023-12-21 23:46:48,chennai,mumai,food,DEV-6F809BA8,desktop,card,56532.34,success,177.67.69.228,,0,False,False,True,False
TXN-16B5814C728C,USR00355,3192.9788,2023-12-22 00:59:06,hyderabad,jaipur,gaming,DEV-6F36BEB5,tablet,unknown,99649.74,success,abc.def.ghi.jkl,,0,False,False,False,False
TXN-86D9ECB090C7,USR00329,3025.0,2023-12-22 01:46:25,pune,pune,travel,DEV-F932076B,mobile,card,265650.27,pending,abc.def.ghi.jkl,,0,False,False,False,False
TXN-D078BC9BE0F8,USR00124,10166.0,2023-12-22 02:51:14,bengaluru,mumbai,gaming,DEV-EFF96498,unknown,unknown,,pending,113.98.99.5,,0,False,False,True,False
TXN-9C081F2A8ADA,USR00283,10805.0,2023-12-22 03:24:06,mumai,delh,electronics,DEV-A805ABA7,desktop,card,,failed,239.179.60.201,,0,False,False,True,False
TXN-4F98C6B4FF5C,USR00085,12976.79,2023-12-22 03:29:49,bengaluru,delhi,unknown,DEV-30295909,moble,card,228233.75,pending,90.180.218.179,,0,False,False,True,False
TXN-9BB4CFBE4380,USR00069,68.7621,2023-12-22 04:02:33,ahmedabad,pune,food,DEV-953C183B,desktop,card,84964.91,success,184.123.133.205,,1,False,False,True,False
TXN-408759D03119,USR00329,5190.72045265,2023-12-22 04:54:53,mumai,chennai,trav,DEV-A44FFDCD,mobile,wallet,107593.64,pending,232.214.163.18,,0,False,False,True,False
TXN-C31ADAA020CD,USR00157,,2023-12-22 05:13:00,jaipur,kolkata,gaming,DEV-C0EA6C9D,desktop,upi,,success,90.190.231.233,,0,True,False,True,False
TXN-52CE127D3559,USR00120,,2023-12-22 05:19:51,chennai,pune,travel,DEV-B46C4461,moble,netbanking,268406.99,pending,999.999.1.1,,0,True,False,False,False
TXN-42B56309B287,USR00160,7059.0,2023-12-22 06:17:24,bengaluru,bengaluru,food,,unknown,card,230958.62,failed,211.224.171.203,,0,False,True,True,False
TXN-2E45BE7E0DFA,USR00026,13089.3199,2023-12-22 07:01:00,pune,kolkata,travel,DEV-7B84E836,mobile,upi,,success,103.177.187.190,,0,False,False,True,False
TXN-A0F961DA5F5B,USR00001,6997.15,2023-12-22 07:47:31,mumbai,delh,gaming,DEV-EB185285,moble,upi,,pending,38.183.157.195,,0,False,False,True,False
TXN-C247D2FAC73E,USR00344,3316.57580345,2023-12-22 07:57:49,hyderabad,mumai,elec,DEV-09318CCE,moble,card,137375.48,failed,156.229.7.188,,0,False,False,True,False
TXN-CF4BFAA48B41,USR00021,6123.29,2023-12-22 08:06:56,hyderabad,chennai,elec,DEV-2137EF16,tablet,wallet,254580.94,success,66.218.182.212,,0,False,False,True,False
TXN-B682E4FF9E0A,USR00216,19290.70523601,2023-12-22 08:15:51,pune,delhi,elec,DEV-17791DCE,moble,upi,22075.92,failed,59.131.137.40,,0,False,False,True,False
TXN-41066F2EE6CB,USR00254,235.0,2023-12-22 08:21:03,delh,chennai,groceries,,tablet,upi,211408.38,failed,100.91.18.247,,1,False,True,True,False
TXN-25AAE3011235,USR00163,4966.9,2023-12-22 08:47:17,pune,chennai,trav,DEV-1F537356,desktop,unknown,263130.34,failed,69.194.218.30,,0,False,False,True,False
TXN-0E156644921B,USR00247,3034.0,2023-12-22 09:18:13,ahmedabad,mumai,elec,DEV-AF018CF8,unknown,upi,186235.57,failed,65.201.144.199,,1,False,False,True,False
TXN-E721E053F63D,USR00085,,2023-12-22 09:33:44,mumbai,ahmedabad,travel,DEV-5860828F,mobile,upi,,failed,3.90.129.114,,0,True,False,True,False
TXN-4E985F69507D,USR00089,779.0,2023-12-22 09:55:07,mumai,mumai,travel,DEV-C82300AF,mobile,card,49071.37,failed,163.28.143.70,,0,False,False,True,False
TXN-574D46640F4A,USR00027,4264.77300503,2023-12-22 11:14:07,jaipur,mumai,groceries,,desktop,netbanking,91905.98,failed,,,0,False,True,False,False
TXN-29B2F0DB87DA,USR00130,,2023-12-22 11:24:55,mumai,delhi,electronics,DEV-B125159A,tablet,upi,111180.19,failed,133.114.110.141,,0,True,False,True,False
TXN-79174861EADA,USR00384,6233.01558197,2023-12-22 12:08:41,hyderabad,delh,unknown,DEV-2CB42B03,moble,netbanking,206359.9,pending,103.197.65.18,,0,False,False,True,False
TXN-79FF6587F74F,USR00200,7461.30943265,2023-12-22 12:10:00,delhi,mumai,trav,,moble,card,68414.37,failed,98.168.96.125,,0,False,True,True,False
TXN-9A7205A39783,USR00370,10364.0,2023-12-22 13:12:00,kolkata,kolkata,food,DEV-1132D9B2,desktop,upi,260759.02,pending,7.228.107.3,,0,False,False,True,False
TXN-A49E9E0A2A49,USR00230,6645.0,2023-12-22 13:36:22,delhi,mumbai,elec,,tablet,wallet,,success,177.204.11.135,,0,False,True,True,False
TXN-B77DAE2D3B65,USR00130,4223.7672,2023-12-22 13:38:20,pune,jaipur,trav,DEV-752392AE,moble,card,-2404.49,pending,209.60.45.68,,0,False,False,True,False
TXN-ABFFDE558C21,USR00040,17506.0,2023-12-22 13:46:00,chennai,chennai,fashion,,unknown,netbanking,10992.23,success,146.30.243.50,,1,False,True,True,False
TXN-6AF93DBBA8C3,USR00184,11205.0,2023-12-22 13:53:05,kolkata,mumbai,food,DEV-DAE7A379,unknown,card,194545.38,pending,237.136.128.47,,0,False,False,True,False
TXN-485C87D7545C,USR00031,2833.1832,2023-12-22 14:06:51,bengaluru,pune,groceries,DEV-0A7E85F3,tablet,upi,,success,,,0,False,False,False,False
TXN-B6363DEADD57,USR00257,18551.0,2023-12-22 14:40:07,jaipur,delh,food,DEV-2586385A,mobile,upi,296118.65,success,209.14.33.201,,0,False,False,True,False
TXN-4FA4D1332DB3,USR00148,1323.01509805,2023-12-22 17:59:50,chennai,kolkata,trav,DEV-71596C1E,moble,upi,179756.31,success,223.32.70.36,,0,False,False,True,False
TXN-A10E9978CCB9,USR00025,6603.24280991,2023-12-22 18:34:53,jaipur,hyderabad,fashion,DEV-CE11194C,tablet,upi,193736.74,failed,999.999.1.1,,0,False,False,False,False
TXN-625269F28120,USR00032,5806.0,2023-12-22 18:35:45,mumbai,kolkata,elec,DEV-2776778D,mobile,unknown,7405.74,success,,,0,False,False,False,False
TXN-431470186695,USR00326,14231.55978888,2023-12-22 19:27:02,delh,chennai,fashion,DEV-E72F6419,desktop,upi,-3343.78,failed,231.90.25.5,,0,False,False,True,False
TXN-766783E220E4,USR00306,18967.0,2023-12-22 19:29:12,mumbai,jaipur,electronics,DEV-B0959120,moble,unknown,69645.33,pending,140.241.44.217,,0,False,False,True,False
TXN-C628F11AFC41,USR00070,19540.33184744,2023-12-22 20:52:00,pune,mumai,food,DEV-D4568ACB,desktop,card,96713.68,success,20.39.129.206,,0,False,False,True,False
TXN-D6A0C80FC7B5,USR00268,17383.14613878,2023-12-22 21:36:51,mumai,mumai,trav,DEV-EBA63384,unknown,unknown,77642.75,failed,124.164.119.212,,1,False,False,True,False
TXN-7300EAC136A7,USR00082,14048.0,2023-12-22 21:43:50,jaipur,mumbai,unknown,DEV-D560452C,desktop,card,193185.09,success,,,0,False,False,False,False
TXN-87B59C00649B,USR00065,3995.37,2023-12-22 21:46:00,mumai,jaipur,unknown,DEV-01E32C9A,tablet,upi,35795.72,pending,99.104.2.161,,0,False,False,True,False
TXN-1BE25A8094D4,USR00255,8936.01,2023-12-22 22:27:27,mumbai,mumbai,elec,DEV-954A11E4,tablet,upi,192367.96,success,183.73.110.125,,0,False,False,True,False
TXN-4B6A2A59E044,USR00085,17453.39,2023-12-22 23:41:09,mumbai,kolkata,food,DEV-77D0A7AF,mobile,netbanking,63799.76,failed,,,1,False,False,False,False
TXN-E25DBBBDE348,USR00242,13559.0,2023-12-23 01:02:00,kolkata,bengaluru,electronics,DEV-0B6256CD,desktop,wallet,223522.72,failed,224.87.216.18,,1,False,False,True,False
TXN-AFF8BD76E3EE,USR00079,2558.31520503,2023-12-23 01:31:23,delhi,pune,travel,DEV-C9DB2EB4,mobile,unknown,216951.19,pending,219.172.80.89,,1,False,False,True,False
TXN-7A4D820D7C97,USR00046,19375.8329,2023-12-23 01:56:20,mumbai,pune,unknown,DEV-723B1A59,desktop,upi,102010.03,failed,130.9.70.74,,0,False,False,True,False
TXN-00305D148E85,USR00183,4272.9437,2023-12-23 02:02:43,bengaluru,hyderabad,electronics,DEV-45AB4FF5,tablet,unknown,79714.49,failed,,,0,False,False,False,False
TXN-E2E53ECF5B1E,USR00245,12096.8783,2023-12-23 02:04:09,kolkata,mumai,gaming,DEV-7000C1A7,moble,wallet,204129.77,pending,59.44.211.96,,0,False,False,True,False
TXN-B24F6A1FB7C6,USR00380,1490.6027,2023-12-23 02:37:00,mumbai,ahmedabad,electronics,DEV-B9343CB0,unknown,netbanking,137462.86,success,223.55.255.177,,0,False,False,True,False
TXN-222CCC12D4B2,USR00179,13277.3005,2023-12-23 02:38:18,mumai,ahmedabad,trav,DEV-EBBD365B,tablet,wallet,121674.44,success,102.195.140.6,,0,False,False,True,False
TXN-EB3C2423CCE0,USR00217,5646.94719138,2023-12-23 04:55:40,delhi,delhi,trav,DEV-C238BD5C,tablet,card,,success,52.100.67.205,,0,False,False,True,False
TXN-376325B9377D,USR00007,3735.0081,2023-12-23 06:34:00,chennai,jaipur,unknown,DEV-94C1E8AD,moble,netbanking,105986.99,failed,abc.def.ghi.jkl,,0,False,False,False,False
TXN-2A1B3C23559F,USR00238,14342.0,2023-12-23 08:26:00,delhi,bengaluru,food,DEV-9098129B,moble,wallet,128552.56,failed,26.177.5.100,,0,False,False,True,False
TXN-A3AC955C5A3B,USR00271,9611.44128748,2023-12-23 09:08:26,mumbai,mumai,trav,DEV-1B3114A5,unknown,wallet,227241.45,success,113.110.167.126,,1,False,False,True,False
TXN-D302BDB85B9B,USR00235,18674.81765641,2023-12-23 09:13:14,ahmedabad,mumai,groceries,,unknown,card,-1080.29,success,212.175.141.159,,0,False,True,True,False
TXN-5265D307B2F8,USR00019,16855.0,2023-12-23 09:37:16,pune,jaipur,elec,DEV-F03B2C60,moble,upi,280054.15,failed,abc.def.ghi.jkl,201.67,0,False,False,False,False
TXN-F3F1E21B1538,USR00381,13644.77,2023-12-23 10:30:06,kolkata,mumbai,elec,DEV-C5ED2D82,mobile,unknown,,success,223.49.244.176,,0,False,False,True,False
TXN-53DDECA89D52,USR00219,14225.87152756,2023-12-23 10:55:45,bengaluru,mumbai,travel,DEV-07DE8D49,moble,unknown,56723.78,success,126.155.222.244,,0,False,False,True,False
TXN-1A2A60726601,USR00186,5101.6966,2023-12-23 11:29:01,pune,bengaluru,unknown,DEV-2EB18A06,desktop,upi,169152.0,success,245.179.33.211,,1,False,False,True,False
TXN-E320B098AF76,USR00181,,2023-12-23 12:50:03,hyderabad,chennai,fashion,DEV-C95AE85F,mobile,netbanking,37430.71,failed,137.174.156.62,,0,True,False,True,False
TXN-927E8FE1C6E4,USR00385,3784.6638,2023-12-23 13:25:08,delh,ahmedabad,fashion,DEV-4F1610CB,unknown,card,121785.44,failed,174.136.246.195,,0,False,False,True,False
TXN-0BBE151B2F5A,USR00189,18285.0,2023-12-23 13:25:12,hyderabad,mumai,elec,DEV-5F48C8E4,mobile,upi,41455.99,success,181.63.133.193,,0,False,False,True,False
TXN-7AEFE2C39793,USR00083,8638.4133,2023-12-23 13:45:31,pune,delhi,groceries,DEV-68C39575,mobile,card,207281.92,failed,47.254.17.204,,1,False,False,True,False
TXN-288A3D60A0D5,USR00226,,2023-12-23 14:23:27,mumbai,jaipur,food,DEV-D99BDA22,tablet,upi,,success,29.67.83.48,,0,True,False,True,False
TXN-A38C81530D5B,USR00138,9622.21,2023-12-23 14:36:58,delh,ahmedabad,electronics,DEV-99C80E73,unknown,netbanking,78836.44,success,112.55.191.49,,0,False,False,True,False
TXN-62A018DC2F2B,USR00261,11207.0,2023-12-23 14:37:55,jaipur,bengaluru,unknown,DEV-61EC0F0C,tablet,wallet,196608.95,success,abc.def.ghi.jkl,17670.83,0,False,False,False,False
TXN-49F6BFBAB57D,USR00015,,2023-12-23 17:17:14,kolkata,jaipur,electronics,DEV-D1CAEF8C,tablet,card,62737.0,success,71.32.211.23,,0,True,False,True,False
TXN-62D7E0E51EE1,USR00309,2288.13,2023-12-23 17:32:00,mumai,bengaluru,travel,DEV-7A4A48D9,tablet,wallet,82875.13,success,28.242.240.162,,0,False,False,True,False
TXN-F06C1267666E,USR00204,8630.8553,2023-12-23 17:40:25,chennai,jaipur,groceries,DEV-05C1EB4F,mobile,wallet,52515.35,failed,abc.def.ghi.jkl,,0,False,False,False,False
TXN-7D40FA131E92,USR00205,3511.85,2023-12-23 18:20:46,delhi,delhi,unknown,DEV-953C4CAA,unknown,upi,68818.07,success,92.94.38.62,15496.0,0,False,False,True,False
TXN-CCC2D2CD15F2,USR00132,9230.0,2023-12-23 18:33:03,delh,chennai,gaming,DEV-E3FDFFB1,unknown,wallet,291778.68,success,999.999.1.1,,1,False,False,False,False
TXN-69102D14E3A0,USR00382,,2023-12-23 18:39:26,mumai,delhi,unknown,DEV-B7E271F6,mobile,card,60610.53,success,199.149.235.239,,1,True,False,True,False
TXN-ABC0DCF187AC,USR00028,1184.8608,2023-12-23 19:57:21,delhi,chennai,unknown,DEV-CF7AC0C3,moble,card,,pending,205.41.132.223,6629.0,0,False,False,True,False
TXN-236F7B759A9B,USR00142,15887.0,2023-12-23 20:37:18,kolkata,bengaluru,fashion,DEV-6D1D0A08,unknown,card,49926.63,success,139.82.91.134,10724.5539462,0,False,False,True,False
TXN-987431DD5273,USR00232,12752.25,2023-12-23 21:14:06,chennai,pune,electronics,DEV-8878C16B,unknown,unknown,76154.53,pending,,,1,False,False,False,False
TXN-76028FDA54EF,USR00212,9733.67089622,2023-12-23 21:20:00,jaipur,pune,gaming,DEV-8ADCA9F7,moble,unknown,-803.7,failed,43.98.166.1,,0,False,False,True,False
TXN-3F5AD8772A29,USR00152,,2023-12-23 21:32:22,mumbai,jaipur,fashion,DEV-492DE10C,unknown,wallet,248569.82,pending,14.166.246.40,,0,True,False,True,False
TXN-E91C55F31155,USR00142,,2023-12-23 21:39:00,pune,kolkata,electronics,DEV-8102E940,desktop,wallet,174087.22,success,,,0,True,False,False,False
TXN-233C2C74BCF8,USR00028,10634.11424246,2023-12-23 21:42:47,pune,delh,trav,DEV-62A904FD,mobile,card,-567.76,failed,128.246.202.191,,0,False,False,True,False
TXN-800C87195BCB,USR00276,16822.56,2023-12-23 23:13:28,jaipur,chennai,groceries,DEV-F012C760,tablet,upi,39249.86,failed,111.79.119.46,16822.56,0,False,False,True,False
TXN-97DAB47C484C,USR00286,,2023-12-23 23:31:46,jaipur,pune,elec,DEV-D39DDAEC,desktop,wallet,29179.87,pending,5.221.197.68,,0,True,False,True,False
TXN-6421C734326A,USR00060,15938.0,2023-12-24 00:13:27,pune,jaipur,elec,,tablet,netbanking,134270.95,failed,,,1,False,True,False,False
