transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt,is_amount_missing,is_device_id_invalid,is_valid_ip,is_amount_outlier
TXN-D3C3EE4B9A98,USR0056,2649.26,2024-01-01 00:00:00.000000,bengaluru,bengaluru,healthcare,NEW-B7182D70,mobile,card,138669.58,success,192.112.59.48,,False,True,True,False
TXN-A34BB4467DC8,USR0030,15523.0,2024-01-01 00:00:00.000000,lucknow,pune,fuel,NEW-98F73986,mobile,upi,64927.69,success,192.112.181.95,,False,True,True,True
TXN-547DC286EA91,USR0054,2179.43,2024-01-01 00:00:00.000000,chennai,chennai,education,DEV-400BF957,atm,netbanking,78931.73,success,192.181.64.69,,False,False,True,False
TXN-48D099F749D6,USR0024,3050.7,2024-01-01 00:00:00.000000,delhi,delhi,education,,mobile,upi,152279.77,failed,192.205.199.197,,False,True,True,False
TXN-40F4D39803FF,USR0056,,2024-01-01 00:00:00.000000,bengaluru,bengaluru,clothing,CNP-5D847891,web,upi,120527.01,success,860.155.149.50,,True,True,False,False
TXN-D0F35A8C7266,USR0063,0.0,2024-01-01 00:00:00.000000,mumbai,mumbai,education,DEV-BA288F12,atm,card,139911.02,failed,192.199.141.185,,False,False,True,False
TXN-B70ED127FB33,USR0026,3938.91,2024-01-01 00:00:00.000000,kolkata,kolkata,electronics,DEV-6FB9C797,web,wallet,191245.66,success,192.133.12.250,,False,False,True,False
TXN-07770CBE51D5,USR0013,1405.0,2024-01-01 00:00:00.000000,kolkata,kolkata,healthcare,NEW-E6A211A3,web,upi,35991.72,success,192.38.223.44,,False,True,True,False
TXN-897EC9A69966,USR0015,4592.18,2024-01-01 00:00:00.000000,cal,kolkata,travel,CNP-77536243,web,upi,84431.82,success,192.48.49.124,,False,True,True,False
TXN-16FB7610E8E2,USR0052,1192.76,2024-01-01 00:00:00.000000,pune,pune,education,DEV-38A2F6A1,mobile,netbanking,95039.65,success,192.200.89.247,,False,False,True,False
TXN-359EEE7F9B81,USR0025,3285.26,2024-01-01 00:00:00.000000,ahmedabad,ahmedabad,electronics,DEV-1D2C9392,mobile,card,12845.12,success,192.135.228.25,,False,False,True,False
TXN-F029E7E87F92,USR0052,794.73,2024-01-01 00:00:00.000000,pune,kolkata,grocery,DEV-38A2F6A1,atm,upi,107044.36,success,192.184.187.199,,False,False,True,False
TXN-F6B246887A1D,USR0069,7265.0,2024-01-01 00:00:00.000000,cal,kolkata,grocery,CNP-857C71E4,atm,card,98269.6,success,192.59.239.220,,False,True,True,False
TXN-2B9A74FB5A67,USR0056,0.01,2024-01-01 00:00:00.000000,bengaluru,bengaluru,entertainment,CNP-E010CAF3,mobile,upi,133978.99,success,192.115.159.35,,False,True,True,False
TXN-8B6FF657488D,USR0022,1720.96,2024-01-01 00:00:00.000000,chennai,chennai,fuel,DEV-E60BFDBF,atm,wallet,23576.42,success,192.9.93.220,,False,False,True,False
TXN-986189ACBAAE,USR0017,2154.62,2024-01-01 00:00:00.000000,lucknow,kolkata,fuel,DEV-16252DB5,mobile,card,835.6,success,192.251.120.101,,False,False,True,False
TXN-D737770279BE,USR0080,1678106.56,2024-01-01 00:00:00.000000,hyderabad,pune,entertainment,,mobile,card,69921.81,success,192.106.121.204,,False,True,True,True
TXN-1883BDABCAB6,USR0058,10443.72,2024-01-01 00:00:00.000000,jaip,jaipur,education,DEV-D2D6F31C,atm,card,18262.54,success,192.243.48.120,,False,False,True,True
TXN-1B0AC94FEDE4,USR0038,1478.2,2024-01-01 00:00:00.000000,mumbai,mumbai,fue,CNP-F5B7DE35,atm,wallet,5333.82,pending,192.248.254.4,,False,True,True,False
TXN-B31F1E9CAD26,USR0038,0.01,2024-01-01 00:00:00.000000,mumbai,mumbai,clothing,CNP-F5B7DE35,mobile,card,5707.36,success,192.182.41.254,,False,True,True,False
TXN-234635F0A661,USR0038,5029.0,2024-01-01 00:00:00.000000,mumbai,ahmedabad,entertainment,CNP-F5B7DE35,atm,netbanking,5259.78,success,192.92.167.54,,False,True,True,False
TXN-166B232BF19E,USR0030,1422.42,2024-01-01 00:00:00.000000,lucknow,lucknow,healthcare,DEV-FD12373E,atm,netbanking,58256.3,success,192.131.83.205,,False,False,True,False
TXN-A8C4413553BC,USR0030,3481.39,2024-01-01 00:00:00.000000,lucknow,lucknow,travel,DEV-FD12373E,web,card,70436.7,success,192.139.21.49,,False,False,True,False
TXN-8419A9D8827B,USR0070,2846.0,2024-01-01 00:00:00.000000,hyderabad,hyderabad,fuel,DEV-99FD020C,mobile,wallet,75252.82,success,192.113.48.208,,False,False,True,False
TXN-0B2EA35D388F,USR0066,1048.0,2024-01-01 00:00:00.000000,ahmedabad,ahmedabad,education,NEW-6F8A8A3B,web,wallet,152795.28,success,192.241.81.32,,False,True,True,False
TXN-FDE77B5A26C2,USR0080,3152.49,2024-01-01 00:00:00.000000,hyderabad,hyderabad,food dining,DEV-3B2EDBA5,atm,card,53896.95,failed,192.0.158.136,,False,False,True,False
TXN-BFC2A4304286,USR0068,1747.91,2024-01-01 00:00:00.000000,hyderabad,hyderabad,travel,DEV-9FCE613B,web,card,105406.39,success,192.181.84.253,,False,False,True,False
TXN-1713AC373A34,USR0054,3505.47,2024-01-01 00:00:00.000000,chennai,chennai,entertainment,DEV-6BB77D17,web,card,91452.95,success,192.181.8.125,,False,False,True,False
TXN-FE4313EAE83F,USR0017,7338.78,2024-01-01 00:00:00.000000,lucknow,jaipur,electronics,CNP-444CACF9,atm,wallet,837.62,success,192.24.1.106,,False,True,True,False
TXN-F5A24702EC77,USR0052,822.2,2024-01-01 00:00:00.000000,pune,pune,education,DEV-38A2F6A1,mobile,upi,124430.34,success,192.184.124.139,,False,False,True,False
TXN-B8ECB9E9B10B,USR0038,1060.95,2024-01-01 00:00:00.000000,b,mumbai,healthcare,CNP-F5B7DE35,mobile,upi,5618.86,success,192.33.197.117,,False,True,True,False
TXN-A6E4F359FD83,USR0043,5118.27,2024-01-01 00:00:00.000000,jaipur,jaipur,fuel,DEV-F3506444,web,wallet,,success,192.76.120.16,,False,False,True,False
TXN-02BB7D43F351,USR0052,4319.6,2024-01-01 00:00:00.000000,pune,pune,travel,DEV-38A2F6A1,atm,upi,,success,192.3.100.210,,False,False,True,False
TXN-9B19377B17AE,USR0070,2201.0,2024-01-01 00:00:00.000000,hyderabad,hyderabad,education,DEV-99FD020C,atm,wallet,74774.81,success,192.122.56.226,,False,False,True,False
TXN-70CC6E3C00EF,USR0003,1752.12,2024-01-01 00:00:00.000000,bengaluru,bangkok,fuel,CNP-8BA628DE,web,wallet,11873.18,success,192.184.193.44,,False,True,True,False
TXN-02F21A413146,USR0068,7.78,2024-01-01 00:00:00.000000,hyderabad,hyderabad,entertainment,DEV-9FCE613B,atm,wallet,103980.91,success,192.164.15.103,,False,False,True,False
TXN-69AD92A3761C,USR0026,2743.05,2024-01-01 00:00:00.000000,kolkata,kolkata,clothing,CNP-5D1096FE,mobile,card,163519.26,success,192.50.18.89,,False,True,True,False
TXN-6A316E7C3E5B,USR0052,1606.62,2024-01-01 00:00:00.000000,pune,pune,entertainment,DEV-38A2F6A1,atm,card,121743.21,pending,192.32.5.73,,False,False,True,False
TXN-C2922C99CD10,USR0030,522.36,2024-01-01 00:00:00.000000,lucknow,lucknow,healthcare,,atm,netbanking,63801.02,pending,192.124.217.66,,False,True,True,False
TXN-3FE48F4CDB0C,USR0062,5539.11,2024-01-01 00:09:37.000000,chennai,hyderabad,entertainment,DEV-C3CC0CC4,atm,wallet,99492.16,success,192.196.222.129,,False,False,True,False
TXN-CBFCCB5DA53C,USR0041,880.43,2024-01-01 00:12:00.000000,delhi,delhi,travel,DEV-9FF0CC43,mobile,card,169600.31,success,192.6.121.43,1069.42,False,False,True,False
TXN-24FD49013A73,USR0044,1777.58,2024-01-01 00:12:17.000000,bengaluru,bengaluru,utilities,,mobile,card,25169.97,success,192.82.62.219,,False,True,True,False
TXN-406C28B061B5,USR0038,3080.16,2024-01-01 00:21:00.000000,mumbai,mumbai,electronics,CNP-F5B7DE35,web,upi,6200.38,success,192.155.249.179,,False,True,True,False
TXN-F1F64759DF23,USR0025,4970.64,2024-01-01 00:21:10.000000,ahmedabad,ahmedabad,clothing,DEV-1D2C9392,mobile,card,13030.96,success,192.3.4.146,,False,False,True,False
TXN-5C8089B306A9,USR0030,3464.82,2024-01-01 00:25:44.000000,lucknow,lucknow,food dining,DEV-FD12373E,mobile,wallet,77066.09,success,192.195.85.13,,False,False,True,False
TXN-F0FC4F55AF10,USR0018,5151.94,2024-01-01 00:27:00.000000,delhi,delhi,fuel,DEV-B70505E8,atm,netbanking,113115.82,success,192.71.189.106,,False,False,True,False
TXN-251554952597,USR0017,6030.5,2024-01-01 00:33:07.213021,lucknow,lucknow,travel,CNP-444CACF9,web,wallet,828.89,success,192.65.102.175,,False,True,True,False
TXN-1B5B2FEDCA57,USR0007,6388.52,2024-01-01 00:34:00.000000,delhi,delhi,healthcare,CNP-??,atm,card,165558.86,success,192.189.43.81,,False,True,True,False
TXN-2E25D85F4CA2,USR0049,4481.93,2024-01-01 00:34:47.921745,delhi,delhi,utilities,DEV-E13F76DD,web,card,86133.02,success,192.102.220.21,,False,False,True,False
TXN-96C5F22EA8F0,USR0017,2079.33,2024-01-01 00:37:00.000000,lucknow,lucknow,healthcare,CNP-444CACF9,atm,wallet,683.35,success,192.200.203.50,,False,True,True,False
TXN-CD4D50A05AB6,USR0052,4445.28,2024-01-01 00:39:29.000000,pune,pune,electronics,DEV-38A2F6A1,web,upi,112905.21,success,192.180.233.61,4445.28,False,False,True,False
TXN-D58C36DDC815,USR0024,1728.58,2024-01-01 00:42:00.000000,delhi,ahmedabad,electronics,NEW-2E20BA3D,web,upi,179282.25,success,192.212.136.242,7886.32,False,True,True,False
TXN-84396A01027E,USR0062,10116.18,2024-01-01 00:44:08.000000,chennai,chennai,healthcare,DEV-C3CC0CC4,web,netbanking,108029.33,success,192.13.205.64,,False,False,True,False
TXN-DAA23ED31E83,USR0041,2906.28,2024-01-01 00:50:10.186324,delhi,delhi,education,DEV-9FF0CC43,atm,upi,172804.51,success,192.183.141.140,,False,False,True,False
TXN-AA7E7057667D,USR0068,2074.0,2024-01-01 00:55:00.000000,hyderabad,hyderabad,entertainment,DEV-9FCE613B,mobile,card,107685.78,success,192.225.181.10,,False,False,True,False
TXN-857E861A9EB9,USR0029,7056.85,2024-01-01 00:59:16.000000,chennai,chennai,clothing,DEV-AC320DAD,mobile,unknown,289.12,success,192.97.73.169,,False,False,True,False
TXN-AF601959E908,USR0017,7919.09,2024-01-01 01:05:00.000000,lucknow,lucknow,entertainment,CNP-444CACF9,atm,wallet,737.08,success,192.75.174.176,,False,True,True,False
TXN-DD17B4FCB547,USR0054,2486.0,2024-01-01 01:07:51.362660,chennai,chennai,electronics,DEV-6BB77D17,atm,upi,86700.45,success,not_an_ip,,False,False,False,False
TXN-F7932EF381C9,USR0080,749.95,2024-01-01 01:12:40.000000,hyderabad,hyderabad,electronics,DEV-??,web,upi,65599.2,success,192.28.118.154,,False,True,True,False
TXN-20E5A7DD27ED,USR0056,1133.64,2024-01-01 01:19:23.373514,bengaluru,bengaluru,food dining,,web,netbanking,,success,192.226.107.5,,False,True,True,False
TXN-C8A27E9CE53C,USR0068,6073.82,2024-01-01 01:21:00.000000,hyderabad,hyderabad,fuel,DEV-9FCE613B,atm,upi,98886.51,success,192.168.75.230,,False,False,True,False
TXN-07469B8B19B3,USR0007,3459.01,2024-01-01 01:21:00.000000,delhi,delhi,entertainment,CNP-??,atm,card,147126.31,success,192.55.239.81,,False,True,True,False
TXN-2B0E1EED89EB,USR0041,1128.64,2024-01-01 01:23:46.000000,delhi,delhi,travel,DEV-9FF0CC43,mobile,card,140093.45,success,192.184.92.124,,False,False,True,False
TXN-AC680F33D391,USR0065,1829.89,2024-01-01 01:28:23.000000,delhi,delhi,travel,DEV-428B6ED2,web,card,62681.85,success,192.75.3.54,,False,False,True,False
TXN-4F5EF0646D74,USR0025,0.0,2024-01-01 01:31:05.703254,ah,ahmed,electronics,DEV-63FAE5B7,mobile,card,11052.29,success,192.221.44.202,,False,False,True,False
TXN-1BC2A448D2C5,USR0056,1410.17,2024-01-01 01:33:07.000000,bengaluru,bengaluru,electronics,CNP-5D847891,mobile,upi,108070.95,success,192.177.112.24,,False,True,True,False
TXN-78456EC35771,USR0030,,2024-01-01 01:39:09.038902,lucknow,jaipur,travel,DEV-BDB5E5F9,web,upi,57143.96,success,192.231.217.155,,True,False,True,False
TXN-A9C8806AFBF4,USR0054,,2024-01-01 01:40:00.000000,chennai,chennai,travel,DEV-6BB77D17,web,upi,92735.17,success,192.44.120.98,,True,False,True,False
TXN-91A76013D8DE,USR0008,4185.84,2024-01-01 01:44:24.000000,bengaluru,jaipur,travel,DEV-DE2A4D9B,atm,netbanking,76857.69,success,192.142.252.202,,False,False,True,False
TXN-3EC88B5FACE0,USR0065,3501.17,2024-01-01 01:49:21.456958,delhi,delhi,grocery,NEW-D1D50BC6,atm,netbanking,56841.47,success,192.145.195.86,,False,True,True,False
TXN-8C8581135BB3,USR0017,3614.0,2024-01-01 01:51:00.000000,lucknow,chennai,entertainment,CNP-444CACF9,atm,wallet,834.08,success,192.91.176.76,,False,True,True,False
TXN-B1E5CC7C625D,USR0017,6121.73,2024-01-01 01:51:01.000000,lucknow,lucknow,healthcare,CNP-BB1C7B92,mobile,unknown,861.28,success,192.168..1,,False,True,False,False
TXN-8C916D790624,USR0026,3239.34,2024-01-01 01:53:50.000000,kolkata,kolkata,food dining,CNP-5D1096FE,mobile,upi,176870.12,success,not_an_ip,,False,True,False,False
TXN-7CC82E75B5D8,USR0062,6070.7,2024-01-01 01:55:00.000000,chennai,chennai,food dining,DEV-C3CC0CC4,atm,netbanking,120303.7,success,192.117.122.129,,False,False,True,False
TXN-76A196E657B4,USR0066,18648.65,2024-01-01 01:55:34.596480,ahmedabad,ahmedabad,entertainment,DEV-??,mobile,netbanking,171984.62,success,192.22.21.146,,False,True,True,True
TXN-7F6F48AC26F0,USR0055,1668.2,2024-01-01 01:58:27.000000,chennai,chennai,fuel,DEV-A1809503,atm,upi,160511.78,success,192.254.148.154,,False,False,True,False
TXN-D3B15FD9CEF5,USR0036,5813.33,2024-01-01 01:59:00.000000,pune,delhi,clothing,DEV-E85F5307,atm,netbanking,79982.63,pending,not_an_ip,,False,False,False,False
TXN-C1139E9462FA,USR0049,1514.0,2024-01-01 02:08:03.000000,delhi,chennai,electronics,DEV-F2DE0432,atm,unknown,97224.75,failed,192.183.120.61,,False,False,True,False
TXN-5E2AF80FE551,USR0055,2991.16,2024-01-01 02:09:43.000000,chennai,chennai,fuel,DEV-A1809503,mobile,upi,190924.75,success,192.55.249.163,8228.72,False,False,True,False
TXN-481E1BEAA769,USR0054,,2024-01-01 02:13:00.000000,chennai,chennai,electronics,DEV-400BF957,mobile,upi,87447.38,failed,999.168.1.1,,True,False,False,False
TXN-2A0572EB81E2,USR0002,3518.82,2024-01-01 02:13:20.000000,ahmedabad,ahmedabad,entertainment,DEV-??,web,wallet,9230.33,success,192.138.81.124,,False,True,True,False
TXN-5246B40EBAEF,USR0052,3194.39,2024-01-01 02:19:00.000000,pune,pune,food dining,DEV-38A2F6A1,atm,upi,96518.43,success,not_an_ip,,False,False,False,False
TXN-E51C70572084,USR0049,2641.86,2024-01-01 02:20:00.000000,delhi,mumbai,entertainment,CNP-2DC124B0,mobile,netbanking,96675.29,success,192.240.181.131,,False,True,True,False
TXN-8FB8726FE8B2,USR0049,2065.43,2024-01-01 02:20:10.000000,delhi,delhi,utilities,DEV-F2DE0432,web,card,87230.52,success,192.121.17.63,,False,False,True,False
TXN-83F74382942C,USR0002,0.0,2024-01-01 02:21:00.000000,ahmedabad,ahmedabad,entertainment,DEV-646E193D,web,wallet,9795.17,success,192.168..1,,False,False,False,False
TXN-68598EBFE71C,USR0056,10515.71,2024-01-01 02:24:00.000000,bengaluru,bengaluru,travel,NEW-B7182D70,atm,netbanking,111099.7,pending,192.31.79.147,,False,True,True,True
TXN-C292A6F50DA2,USR0017,2888.0,2024-01-01 02:25:33.000000,lucknow,lucknow,utilities,DEV-881D9F5E,atm,card,790.92,success,192.141.151.52,,False,False,True,False
TXN-2F3C4E4D0DC8,USR0073,2952.27,2024-01-01 02:28:28.449629,banga,bengaluru,clothing,DEV-EA16BFF2,mobile,card,152783.77,success,not_an_ip,,False,False,False,False
TXN-767DB6FDF86B,USR0038,887.0,2024-01-01 02:29:51.780931,mumbai,mumbai,clothing,CNP-F5B7DE35,atm,card,6561.33,success,192.185.190.61,,False,True,True,False
TXN-7388BCD3EBFF,USR0053,2831.16,2024-01-01 02:31:44.000000,delhi,delhi,healthcare,CNP-DBC5E006,atm,card,181857.7,success,not_an_ip,,False,True,False,False
TXN-1527B0D75C61,USR0043,1435.78,2024-01-01 02:34:00.000000,jaipur,mum,education,DEV-A2DABDBC,mobile,card,123248.43,success,192.211.169.188,,False,False,True,False
TXN-92685BF1308F,USR0049,0.0,2024-01-01 02:39:00.000000,delhi,delhi,travel,CNP-2DC124B0,atm,card,82092.64,success,192.54.126.126,,False,True,True,False
TXN-68203FCAE2D8,USR0056,876.36,2024-01-01 02:39:17.000000,ben,jaipur,electronics,,atm,netbanking,133454.8,success,192.100.151.129,,False,True,True,False
TXN-0EEEDDD52B89,USR0036,3427.26,2024-01-01 02:40:59.000000,pn,singapore,grocery,DEV-E85F5307,atm,netbanking,65449.47,success,192.237.239.96,,False,False,True,False
TXN-CB11ABC014AB,USR0049,1056.82,2024-01-01 02:41:00.000000,delhi,delhi,electronics,DEV-E13F76DD,mobile,wallet,81395.12,success,192.206.214.223,,False,False,True,False
TXN-9F9DD2BE0058,USR0055,7703.88,2024-01-01 02:41:00.000000,chennai,chennai,education,DEV-A1809503,mobile,netbanking,190866.34,success,192.149.158.3,,False,False,True,False
TXN-1FA9C6FD8B3D,USR0002,953.73,2024-01-01 02:42:18.000000,ahmedabad,ahmedabad,clothing,DEV-646E193D,mobile,netbanking,10154.58,success,192.224.217.180,,False,False,True,False
TXN-77EB430E1329,USR0078,3306.21,2024-01-01 02:46:35.716520,kolkata,hyderabad,food dining,NEW-7E5E041A,mobile,netbanking,168583.76,success,192.166.173.193,,False,True,True,False
TXN-74EE2CDBE3D2,USR0062,5793.45,2024-01-01 02:50:08.000000,chennai,chennai,grocery,DEV-C3CC0CC4,atm,upi,120298.62,failed,192.168..1,,False,False,False,False
TXN-17F10AD55845,USR0007,1056.94,2024-01-01 03:01:00.000000,delhi,delhi,entertainment,CNP-9D9BC32D,mobile,card,146334.02,success,192.158.115.217,,False,True,True,False
TXN-1581512A7B0D,USR0062,1577.24,2024-01-01 03:02:00.000000,chennai,delhi,clothing,DEV-C3CC0CC4,mobile,upi,118746.32,success,192.236.252.85,,False,False,True,False
TXN-4519134E46FE,USR0024,2384.85,2024-01-01 03:02:59.000000,delhi,delhi,food dining,NEW-2E20BA3D,atm,wallet,153460.79,success,192.112.62.91,,False,True,True,False
TXN-A24A87EFB3B6,USR0055,1930.0,2024-01-01 03:03:43.000000,chennai,chennai,entertainment,DEV-A1809503,web,wallet,183958.29,success,192.170.66.116,,False,False,True,False
TXN-6D9C123FF834,USR0078,1458.21,2024-01-01 03:05:36.700909,kolkata,cal,entertainment,NEW-7E5E041A,atm,upi,168305.5,success,192.19.158.48,,False,True,True,False
TXN-A6930916A33E,USR0054,5634.83,2024-01-01 03:12:27.000000,chennai,chennai,entertainment,,web,wallet,89929.07,success,192.46.23.229,,False,True,True,False
TXN-AD3F202B0AF0,USR0052,2401.77,2024-01-01 03:20:46.000000,pune,pune,entertainment,DEV-38A2F6A1,web,upi,106634.35,success,192.46.238.8,,False,False,True,False
TXN-190D2D010FC8,USR0070,13650.49,2024-01-01 03:25:29.990664,hyderabad,hyderabad,food dining,NEW-1843C8FD,atm,upi,72612.16,success,192.168.108.95,,False,True,True,True
TXN-24E88966B7D1,USR0041,2721.39,2024-01-01 03:27:01.000000,delhi,delhi,utilities,DEV-9FF0CC43,atm,wallet,169746.66,success,192.53.68.21,,False,False,True,False
TXN-FC32F0F7FB2C,USR0024,1164.32,2024-01-01 03:31:42.000000,delhi,delhi,electronics,DEV-D11B943B,atm,upi,150014.43,failed,192.148.16.18,,False,False,True,False
TXN-FE7D9B846750,USR0025,1229.81,2024-01-01 03:32:00.000000,ahmedabad,mumbai,electronics,DEV-1D2C9392,mobile,upi,13121.55,success,192.168..1,,False,False,False,False
TXN-5892CD9714FD,USR0055,687.37,2024-01-01 03:37:49.997973,chennai,chennai,fuel,DEV-A1809503,atm,card,191245.66,success,192.250.16.70,,False,False,True,False
TXN-57752AE8C7BD,USR0026,650.0,2024-01-01 03:41:57.000000,kolkata,kolkata,travel,NEW-752260E6,atm,netbanking,191245.66,success,192.199.148.22,,False,True,True,False
TXN-EB8B2052058B,USR0024,1076.48,2024-01-01 03:45:00.000000,delhi,delhi,food dining,NEW-??,atm,netbanking,156078.92,success,192.17.111.192,,False,True,True,False
TXN-D172E8557F9D,USR0054,11617.48,2024-01-01 03:48:48.847189,chennai,chennai,utilities,DEV-400BF957,web,upi,91529.33,pending,192.89.22.213,,False,False,True,True
TXN-65570CD4654D,USR0063,1221.0,2024-01-01 03:49:18.437757,mumbai,mumbai,entertainment,DEV-BA288F12,atm,unknown,135632.96,success,192.231.53.42,,False,False,True,False
TXN-1636E6A81D5F,USR0025,1540.1,2024-01-01 03:55:48.000000,ahmedabad,jaipur,entertainment,DEV-FBBCF37B,mobile,card,10253.12,success,192.184.213.40,,False,False,True,False
TXN-24119F9E4BEA,USR0043,3577.68,2024-01-01 03:57:00.000000,jaipur,delhi,food dining,DEV-F3506444,web,upi,103615.9,success,192.2.5.113,,False,False,True,False
TXN-38F33381EA0F,USR0041,,2024-01-01 03:58:25.000000,delhi,delhi,clothing,DEV-9FF0CC43,atm,upi,136085.42,failed,not_an_ip,,True,False,False,False
TXN-557AB839A4B0,USR0013,8603.74,2024-01-01 04:13:45.000000,kol,kolkata,travel,NEW-E6A211A3,mobile,wallet,29923.49,success,192.210.254.144,,False,True,True,False
TXN-B0B4F8D2B54C,USR0041,11568.5,2024-01-01 04:19:00.000000,delhi,delhi,food dining,DEV-9FF0CC43,web,wallet,136327.81,success,192.182.31.217,,False,False,True,True
TXN-21BEDEA91D60,USR0017,1092.01,2024-01-01 04:19:51.000000,lucknow,lucknow,healthcare,DEV-16252DB5,mobile,netbanking,847.12,success,192.9.229.91,,False,False,True,False
TXN-3467F9114016,USR0038,1178.0,2024-01-01 04:22:52.000000,mumbai,mumbai,entertainment,CNP-F5B7DE35,mobile,card,5797.73,success,192.203.55.140,,False,True,True,False
TXN-188C2BF731CA,USR0048,2007.05,2024-01-01 04:23:50.000000,jaipur,ahmedabad,fuel,,atm,upi,63138.6,success,192.85.110.139,,False,True,True,False
TXN-03CDC976D489,USR0040,1562.4,2024-01-01 04:26:28.420077,pune,pune,healthcare,CNP-6788046F,web,upi,60752.27,success,192.68.242.124,,False,True,True,False
TXN-6D6371333F3F,USR0054,8194.54,2024-01-01 04:29:08.000000,chennai,chennai,utilities,DEV-400BF957,web,unknown,88548.34,pending,192.156.108.104,,False,False,True,False
TXN-5ED1118FA673,USR0054,,2024-01-01 04:30:00.000000,chennai,chennai,fuel,DEV-6BB77D17,atm,wallet,92655.68,success,192.165.58.157,,True,False,True,False
TXN-7A3AFCAC3200,USR0058,5990.03,2024-01-01 04:36:18.000000,jaipur,delhi,travel,DEV-C05DC319,web,upi,19336.35,success,192.166.252.82,,False,False,True,False
TXN-D4BF85E2E5A2,USR0058,2765.22,2024-01-01 04:40:15.000000,jaipur,jaipur,travel,,mobile,netbanking,,success,192.168..1,,False,True,False,False
TXN-5766AB2F737A,USR0017,1300.76,2024-01-01 04:41:52.000000,lucknow,lucknow,food dining,CNP-BB1C7B92,atm,netbanking,751.9,success,192.78.233.69,,False,True,True,False
TXN-E2E4F5698BD0,USR0025,2118.87,2024-01-01 04:42:12.000000,ahmedabad,pune,clothing,DEV-63FAE5B7,mobile,upi,10654.87,success,192.18.40.212,,False,False,True,False
TXN-97DB7DEDA866,USR0052,213.0,2024-01-01 04:42:51.000000,pune,pune,fuel,DEV-38A2F6A1,web,upi,99972.15,success,192.164.225.196,,False,False,True,False
TXN-1005609F95A5,USR0037,8321.03,2024-01-01 04:46:00.000000,kolkata,kolkata,grocery,DEV-023D76DE,atm,upi,774.05,success,192.58.120.161,,False,False,True,False
TXN-8841633EB3C9,USR0052,2176.01,2024-01-01 04:47:00.000000,pune,pune,travel,DEV-38A2F6A1,atm,card,115654.47,success,192.5.196.238,,False,False,True,False
TXN-16C3A579B511,USR0056,4701.87,2024-01-01 04:47:07.000000,bengaluru,bengaluru,food dining,NEW-B7182D70,mobile,card,141900.19,success,192.156.167.156,,False,True,True,False
TXN-81C100F7EE52,USR0024,2991.0,2024-01-01 04:48:32.000000,delhi,delhi,entertainment,NEW-2E20BA3D,atm,netbanking,186712.73,success,999.168.1.1,,False,True,False,False
TXN-22181063475C,USR0062,4909.98,2024-01-01 04:52:59.670713,chennai,mumbai,travel,DEV-361D839C,web,upi,99577.69,success,192.199.65.5,,False,False,True,False
TXN-44B68441E471,USR0024,6315.43,2024-01-01 04:54:29.067411,delhi,delhi,grocery,DEV-D11B943B,web,upi,171125.47,success,192.201.69.16,,False,False,True,False
TXN-1A7F0B59AAC9,USR0055,1802.15,2024-01-01 04:55:00.000000,chennai,chennai,travel,DEV-A1809503,web,card,187041.53,success,192.184.18.249,,False,False,True,False
