transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt,is_amount_missing,is_device_id_invalid,is_valid_ip,is_amount_outlier
TXN-51EF1A474954,USR0039,7953.839653734075,2024-01-24 19:03:31.000000,jaipur,jaipur,electronics,DEV-FA6637A2,mobile,upi,45597.54,success,192.18.153.124,,False,False,True,False
TXN-2DD33A4F551B,USR0066,3892.57,2024-01-25 01:54:00.000000,hyderabad,hyderabad,electronics,DEV#,atm,card,114133.03,success,192.22.73.211,,False,True,True,False
TXN-A727BC524BFC,USR0066,4260.185294103014,2024-01-25 01:57:02.000000,hyderabad,chennai,travel,DEV-8384D381,web,card,109872.85,success,192.22.73.181,,False,False,True,False
TXN-5FFDECACB40B,USR0057,2729.1837496541157,2024-01-25 13:30:48.871781,hyderabad,hyderabad,grocery,DEV-126D0500,web,netbanking,42906.28,success,192.165.131.214,,False,False,True,False
TXN-FDD999A80D4D,USR0023,9016.868043603554,2024-01-25 13:39:43.250159,lucknow,bengaluru,electronics,DEV-58413333,atm,upi,0.0,success,192.197.33.252,,False,False,True,False
TXN-27701C9EAFBF,USR0018,6244.29,2024-01-25 17:23:50.025701,jaipur,jaipur,healthcare,DEV-A4E6DB8C,web,upi,62722.1,success,192.112.41.153,,False,False,True,False
TXN-7328704A8992,USR0018,3970.180240649178,2024-01-25 19:34:14.000000,jaipur,jaipur,healthcare,DEV-A4E6DB8C,mobile,upi,58751.92,success,192.112.41.64,,False,False,True,False
TXN-D60F0DC6BF77,USR0066,7026.0,2024-01-25 20:50:40.000000,hyderabad,hyderabad,unknown,DEV-437BE229,atm,netbanking,102846.71,success,192.22.73.57,,False,False,True,False
TXN-140B7964575A,USR0039,12489.687799031166,2024-01-26 02:18:00.000000,jaipur,jaipur,education,DEV-FA6637A2,mobile,netbanking,33107.85,success,192.18.153.120,,False,False,True,False
TXN-E8035764417B,USR0066,2943.0,2024-01-26 03:50:44.000000,hyderabad,hyderabad,fuel,DEV-8384D381,atm,upi,99903.09,success,192.22.73.185,,False,False,True,False
TXN-6817A7ABE560,USR0023,12420.702243594867,2024-01-26 09:01:35.317900,lucknow,lucknow,travel,DEV-9D08D512,atm,upi,0.0,failed,192.197.33.92,,False,False,True,False
TXN-6036CE66FA5A,USR0057,5593.177124598488,2024-01-26 09:15:06.000000,hyderabad,hyderabad,clothing,DEV-126D0500,web,netbanking,42906.28,failed,192.165.131.18,,False,False,True,False
TXN-E90C9FC999D9,USR0041,826.539872233374,2024-01-26 22:23:13.000000,lucknow,lucknow,healthcare,DEV-95E78842,web,upi,132361.23,success,192.53.172.179,,False,False,True,False
TXN-D83A15F4C2D5,USR0018,3543.870401282452,2024-01-26 23:02:07.000000,jaipur,jaipur,entertainment,DEV-5A0A15C2,mobile,upi,55208.05,success,192.112.41.252,,False,False,True,False
TXN-C06D84F9E352,USR0023,6034.930767390511,2024-01-27 08:46:00.000000,lucknow,lucknow,education,DEV-9D08D512,atm,upi,0.0,failed,192.197.33.168,,False,False,True,False
TXN-A79DC1BB34FE,USR0068,187.9306741397486,2024-01-27 20:06:09.323544,pune,pune,fuel,DEV-E82A3776,web,upi,0.0,success,192.107.227.146,,False,False,True,False
TXN-37E78D8E9EDA,USR0041,1058.5129044233038,2024-01-27 21:02:11.000000,lucknow,pune,healthcare,DEV-95E78842,web,wallet,,failed,192.53.172.178,,False,False,True,False
TXN-790C89733033,USR0068,961.201955893616,2024-01-28 01:56:28.669088,hyderabad,hyderabad,clothing,DEV-E82A3776,atm,wallet,0.0,success,192.107.227.106,,False,False,True,False
TXN-192911CCAE9C,USR0041,310.1366383353477,2024-01-28 03:23:51.000000,mumbai,mumbai,travel,DEV-33E6315B,web,netbanking,132051.09,success,192.168..1,,False,False,False,False
TXN-3D4D0BB8C51D,USR0024,6925.88,2024-01-28 03:35:16.000000,bengaluru,pune,electronics,DEV-530A1B2A,atm,netbanking,143829.47,success,192.224.156.151,,False,False,True,False
TXN-DB156737580C,USR0024,5757.36,2024-01-28 03:35:52.000000,bengaluru,bengaluru,electronics,DEV-530A1B2A,atm,card,143828.47,success,192.224.156.234,,False,False,True,False
TXN-946086F393C8,USR0024,6616.56,2024-01-28 03:36:57.000000,lucknow,lucknow,electronics,DEV-530A1B2A,atm,wallet,138056.98,success,192.224.156.122,,False,False,True,False
TXN-A9047B8204D0,USR0057,2779.2304957911847,2024-01-28 03:58:26.000000,hyderabad,hyderabad,electronics,DEV-126D0500,atm,unknown,40127.05,success,192.165.131.108,,False,False,True,False
TXN-DA41C967A05B,USR0028,2629.28,2024-01-28 10:39:23.000000,mumbai,mumbai,electronics,DEV-382FE1B8,atm,wallet,143111.4,success,192.61.72.14,,False,False,True,False
TXN-EC61FA9D6A18,USR0028,2784.59,2024-01-28 10:40:37.000000,mumbai,mumbai,electronics,DEV-382FE1B8,atm,upi,140865.22,success,192.61.72.178,,False,False,True,False
TXN-EA48DCAE0B8E,USR0028,2315.75,2024-01-28 10:40:40.000000,mumbai,mumbai,electronics,DEV-2F256875,atm,upi,139062.0,success,192.61.72.206,,False,False,True,False
TXN-3723C5EA9AAD,USR0019,276.0512854899978,2024-01-28 12:08:57.000000,ahmedabad,ahmedabad,unknown,DEV-C84ABCD7,mobile,netbanking,145123.85,success,192.196.46.242,,False,False,True,False
TXN-AB86B8B6434B,USR0019,166.67405274889256,2024-01-28 15:59:00.000000,ahmedabad,ahmedabad,education,DEV-939FE4D8,atm,wallet,144957.17,success,192.196.46.167,,False,False,True,False
TXN-BE92DF0C90E0,USR0041,1335.2754262480053,2024-01-29 00:18:00.000000,lucknow,lucknow,education,DEV-C0D17BBA,web,netbanking,130715.82,success,192.53.172.126,,False,False,True,False
TXN-9C02BCE82C2F,USR0057,1431.2334461946082,2024-01-29 01:46:00.000000,hyderabad,hyderabad,utili,DEV-126D0500,web,card,38695.81,success,192.165.131.178,,False,False,True,False
TXN-E3E81B7A2FAB,USR0039,9190.45416508176,2024-01-29 03:41:00.000000,jaipur,jaipur,fuel,NEW-BB41D10C,mobile,upi,2198.41,success,2.206.28.209,,False,True,True,False
TXN-378DC3C3B958,USR0060,4629.0,2024-01-29 07:06:02.080346,pune,lucknow,food dining,DEV-71258679,web,upi,61537.9,success,192.231.148.148,,False,False,True,False
TXN-FC51C2FA1732,USR0039,7954.76,2024-01-29 09:44:00.000000,ahmedabad,ahmedabad,grocery,DEV-FA6637A2,mobile,upi,25153.09,success,192.18.153.149,,False,False,True,False
TXN-61CAF28807D1,USR0057,978.11,2024-01-29 10:24:29.696041,hyderabad,hyderabad,grocery,DEV-126D0500,web,netbanking,37717.7,success,192.165.131.48,,False,False,True,False
TXN-82283BE70660,USR0023,4583.2673926064435,2024-01-29 13:18:18.000000,lucknow,lucknow,food dining,DEV-58413333,atm,upi,0.0,pending,192.197.33.111,,False,False,True,False
TXN-63443C0D3218,USR0048,838.82,2024-01-30 00:00:00.000000,chennai,hyderabad,fuel,DEV-D7256DA2,web,upi,53129.83,success,192.109.213.213,,False,False,True,False
TXN-C0866270A745,USR0057,1289.27,2024-01-30 02:38:00.000000,mumbai,mumbai,entertainment,DEV-12??,web,netbanking,36428.44,success,192.165.131.162,,False,True,True,False
TXN-6B0BA23D64A7,USR0057,4978.703409191936,2024-01-30 04:14:58.000000,hyderabad,hyderabad,food dining,DEV-126D0500,web,card,31449.74,success,192.165.131.87,,False,False,True,False
TXN-2A0B1E4BAD30,USR0060,5817.90723439986,2024-01-30 08:13:57.000000,pune,pune,utilities,,web,wallet,55719.99,success,192.231.148.17,,False,True,True,False
