transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt,is_fraud
TXN-7AEFE2C39793,USR00083,8638.4133,2023-12-23T13:45:31,pune⚠,delhi,Groceries,DEV-68C39575,mobile,Card,207281.92,failed,47.254.17.204,,1
TXN-0A2EEA077435,USR00092,15779.84,2024-01-28T09:16:39,JAIß,kolkata,Gaming,DEV-E9980310,tablet,NetBanking,52491.64,failed,,,0
TXN-DE084EBEBDFD,USR00086,562.29,2023-12-30T20:54:00,chennai∆,delh!,Groceries,DEV-2DE76713,tablet,NetBanking,,pending,128.28.160.251,,1
TXN-897449340607,USR00318,14371.92,2024-06-24T01:21:43,JAI,JAI,Gaming,DEV-BD63E846,mob!le,,186834.44,success,,,0
TXN-A62293FE65FB,USR00220,9386.2495,2024-03-14T10:12:03,delh!ß,bangalore,Food,,mob!le,upi,6231.72,failed,1.125.15.151,,0
TXN-45D57DEC8D66,USR00378,Rs 2432,2024-03-29T05:46:53,delhiø,delh!,Groceries,DEV-7591A35A,,UPI,181531.61,SUCCESS,75.145.219.213,,1
TXN-422910A9CDD0,USR00196,4057.37944939,2024-02-02T12:12:23,bangaloreß,ahmedabad,,DEV-3CEAFEE6,mob!le,upi,-171.95,failed,183.182.73.19,,0
TXN-DEBEFAA189C8,USR00144,19335.6764,2024-03-23T04:01:01,kolkataß,ahmedabad,Fashion,DEV-672C4F78,mob!le,Card,130011.98,success,195.96.127.179,,0
TXN-DF2021D78044,USR00268,18308.83,2024-04-27T02:18:08,bangaloreß,pune,Elec⚡,DEV-808B183E,tablet,Wallet,30409.22,pending,53.122.250.54,,0
TXN-05ECEDC75FD7,USR00049,,2024-05-29T12:42:25,mumßai⚠,delh!,Gaming,,desktop,Card,24934.58,success,40.6.190.198,,1
TXN-190DBB4C1C8C,USR00305,₹13069,2024-05-08T09:55:01,chennaiß,delh!,Elec⚡,,mobile,,43110.17,pending,153.99.123.58,₹10121,0
TXN-6ACF98F0DB30,USR00310,17949.5193,2024-05-27T00:51:41,ahmedabad⚠,ahmedabad,Fashion,DEV-49BD8DB3,desktop,NetBanking,219233.01,SUCCESS,230.137.163.154,,0
TXN-AD353312C6DF,USR00358,11434.2134,2024-05-28T01:45:09,chennaiß,delh!,Electronics,DEV-5DBD015A,,NetBanking,197829.33,success,131.255.245.87,,0
TXN-2028A1E3816E,USR00361,11230.8081,2024-03-19T23:54:23,kolkata⚠,chennai,Elec⚡,DEV-76F5748F,,CARD,75518.96,pending,87.8.2.172,,0
TXN-1F0ED3C95B4C,USR00132,15631.39,2023-12-31T22:53:17,puneß,chennai,Trav#,DEV-B3B5FDC3,mobile,Card,148206.46,failed,173.147.250.104,,1
TXN-F925BBC2ED57,USR00362,12451.68513556,2024-01-10T03:37:00,ahmedabadß,bangalore,Trav#,DEV-5EA3AA4D,mob!le,Card,34846.25,success,999.999.1.1,,0
TXN-6DC8AA0DB78E,USR00314,12340.72,2024-02-17T05:15:54,kolkata⚠,JAI,Food,DEV-711C2300,tablet,CARD,74585.98,success,24.199.11.195,,0
TXN-DE76DC5D792A,USR00214,₹13963,2024-04-16T20:36:20,kolkataø,JAI,Fashion,DEV-52C6B8D3,,Card,120407.38,failed,159.156.177.12,,0
TXN-62D7E0E51EE1,USR00309,2288.13,23-12-2023 17:32,mumßaiø,bangalore,Travel,DEV-7A4A48D9,tablet,Wallet,82875.13,SUCCESS,28.242.240.162,,0
TXN-EC1EA02FEB33,USR00171,3241.7,2024-06-26T00:37:54,ahmedabadø,pune,,DEV-D8401749,desktop,Wallet,99038.97,pending,150.208.127.25,,0
TXN-1F1EBC10F03B,USR00203,3128.06307042,2024-01-25T11:38:27,delh!∆,delh!,Travel,DEV-83E042BF,mob!le,,243779.04,success,123.154.170.160,,0
TXN-AF3D026C8E98,USR00026,5517.11,2024-05-27T17:34:19,pune⚠,chennai,,DEV-BB9151A2,,upi,,pending,41.246.116.127,,0
TXN-DDABB1563721,USR00378,,invalid_date,JAI⚠,ahmedabad,Fashion,DEV-BFE855C9,desktop,UPI,23752.32,SUCCESS,224.94.58.83,,0
TXN-0714DE71C1C1,USR00022,211.4967,2024-01-27T18:43:53,mumßai,hyd,Groceries,DEV-B1D772E9,desktop,NetBanking,,failed,75.112.244.30,,0
TXN-1B6BD7B442E3,USR00212,7428.254,2024-02-20T03:27:55,chennai,kolkata,Travel,DEV-7B2AF413,tablet,UPI,-1471.77,failed,136.207.98.102,11967.17,0
TXN-937596FB406F,USR00339,Rs 16413,2024-01-21T00:44:22,mumbai,delhi,Food,,mobile,NetBanking,2855.93,pending,,,0
TXN-6F1872AA70E9,USR00346,unknown,2024-03-01T19:25:27,bangalore⚠,bangalore,Fashion,,tablet,UPI,216734.89,SUCCESS,43.111.165.97,,0
TXN-BCB32107D710,USR00350,1725.84856727,03/28/2024 11:25 AM,hyd∆,JAI,Elec⚡,,tablet,Wallet,82352.86,pending,152.72.140.49,,0
TXN-21BDD720659C,USR00125,10319.6,2024-02-08T07:43:41,kolkata∆,mumbai,Trav#,DEV-573A928E,desktop,Card,96925.33,pending,161.113.53.171,,0
TXN-269A851B5EAF,USR00071,449.7696,2024-04-29T03:19:24,mumßaiø,delhi,Fashion,DEV-20847200,mob!le,Wallet,271698.79,pending,210.250.185.33,,0
TXN-02B3CFBE512A,USR00243,unknown,2024-03-14T14:17:11,delhiø,hyd,Gaming,DEV-9382D4DE,mob!le,upi,7136.11,failed,32.27.233.97,,0
TXN-57152B135E15,USR00255,13977.24,2024-01-29T11:51:05,pune∆,pune,Electronics,DEV-01083C6F,tablet,Card,159220.48,SUCCESS,87.131.207.199,,0
TXN-CC51664016DE,USR00388,Rs 262,23-01-2024 07:48,delh!,hyd,Groceries,DEV-90D70317,mob!le,,90527.53,failed,abc.def.ghi.jkl,,1
TXN-B5F9340C2FA3,USR00347,₹4440,2024-02-24T09:43:49,delh!⚠,delh!,Gaming,DEV-C89C3394,,Wallet,148688.79,success,101.91.189.219,,0
TXN-6EF3DA4373EA,USR00333,₹18200,06/24/2024 07:36 AM,hyd,mumbai,Groceries,DEV-71D332FE,mob!le,,-4806.76,SUCCESS,,,1
TXN-8ED8E756387D,USR00001,Rs 13235,2024-02-25T11:16:34,kolkataß,ahmedabad,Gaming,DEV-A01684DE,mobile,,211523.81,SUCCESS,12.169.148.132,,0
TXN-4F81F9321BE2,USR00109,15504.4699,2024-05-06T15:29:54,ahmedabadß,kolkata,Travel,DEV-413FDC5D,tablet,NetBanking,256448.72,SUCCESS,,,0
TXN-693099921B25,USR00068,11543.33,2024-01-03T00:21:34,ahmedabadß,kolkata,,DEV-999A2953,,,183507.79,SUCCESS,109.52.38.17,,0
TXN-04E709C5D339,USR00237,₹8491,2024-02-20T08:46:52,chennai∆,delhi,Fashion,DEV-7161CC24,desktop,,197252.48,pending,196.18.147.109,,0
TXN-55B9D3F60431,USR00203,17539.0167,2024-01-06T23:53:48,bangalore,delh!,Elec⚡,,mobile,NetBanking,9860.7,success,117.215.72.66,,0
TXN-207F7009777C,USR00188,17003.89,2024-02-07T21:32:41,mumßaiø,kolkata,Fashion,DEV-7A88053E,mobile,Wallet,201568.42,failed,224.214.121.243,,0
TXN-5869E2847203,USR00116,unknown,2024-05-20T13:10:01,ahmedabad∆,delh!,Groceries,,desktop,CARD,178356.28,success,159.147.229.191,,0
TXN-D4698B88BE3D,USR00066,19649.3732,2024-03-15T20:39:42,mumbai⚠,chennai,Fashion,DEV-A9355F42,tablet,UPI,217311.7,failed,70.15.106.228,,1
TXN-C37184861177,USR00279,11892.9121,2024-03-09T09:14:51,kolkata,JAI,Electronics,,desktop,Wallet,-141.06,failed,,,0
TXN-244FD764D89A,USR00294,unknown,07-03-2024 12:24,kolkata⚠,hyd,Travel,DEV-78EADB77,mobile,CARD,217828.75,SUCCESS,74.104.121.189,,0
TXN-30BA9270E7CD,USR00017,17983.84,2024-04-07T12:58:40,bangaloreß,JAI,Travel,DEV-4E40641A,desktop,UPI,222844.74,pending,210.45.168.252,,0
TXN-B6E42A507F4B,USR00063,9641.7065,2024-01-21T13:40:07,ahmedabadø,mumbai,Elec⚡,DEV-98D14D8E,desktop,upi,236404.86,SUCCESS,248.220.164.102,,0
TXN-55054F5B38CE,USR00222,16398.49768749,2023-12-27T03:55:24,chennaiø,mumßai,Travel,DEV-60EDB602,mob!le,UPI,-1114.62,failed,229.27.146.234,,1
TXN-0ED897A287A6,USR00185,16300.14493813,2024-03-25T15:30:35,JAI,ahmedabad,Travel,,tablet,upi,187466.97,failed,178.107.249.103,,0
TXN-B2645BECDF8F,USR00245,1214.11846599,2024-02-27T09:47:46,chennai⚠,mumbai,Groceries,DEV-4C1F6AE5,,upi,286014.27,pending,abc.def.ghi.jkl,,1
TXN-621B9968D394,USR00383,₹18310,2024-03-01T17:13:22,kolkata⚠,bangalore,Fashion,DEV-FC709B49,tablet,Wallet,159150.16,SUCCESS,163.212.4.99,,1
TXN-DE4CFD6BF10B,USR00155,19794.8668,2024-03-19T17:24:59,delhi⚠,mumbai,,DEV-3D8B5814,,UPI,263400.14,pending,139.218.7.26,,1
TXN-429F3930E7F2,USR00121,₹15494,2024-06-03T02:13:15,mumbai⚠,mumßai,Fashion,DEV-FE6B1B47,mob!le,upi,60967.28,SUCCESS,255.169.156.116,,0
TXN-4B8945930A5B,USR00127,18487.71241679,2024-04-02T23:58:29,pune,bangalore,Elec⚡,DEV-B970E896,desktop,Card,56165.55,SUCCESS,242.25.22.45,,0
TXN-BA0D192CABEE,USR00361,2043.8906,2024-02-17T02:40:55,chennaiß,pune,Food,,desktop,NetBanking,-4948.88,SUCCESS,232.225.65.103,,0
TXN-322F1C0F7EEE,USR00112,10344.57762026,2024-06-22T21:57:42,delhi,delhi,,DEV-6E1FD549,tablet,NetBanking,-1897.49,failed,57.179.160.162,,1
TXN-186A500FCF27,USR00353,,2024-04-02T19:16:17,delh!ø,chennai,Food,DEV-01F560B4,mobile,Wallet,72084.46,pending,177.117.86.155,,0
TXN-7A163E98363B,USR00149,Rs 13600,2024-01-03T21:06:59,delh!,kolkata,Elec⚡,DEV-02C1BABE,mobile,Card,77887.38,success,999.999.1.1,,0
TXN-4DD3862DDEE8,USR00359,,2024-02-06T08:06:04,ahmedabadß,delhi,Elec⚡,DEV-B9D2B321,desktop,,-750.83,failed,107.5.101.62,,1
TXN-2D8667AA8FF8,USR00046,,2024-04-28T08:38:48,puneß,bangalore,Electronics,DEV-88BA581B,,CARD,98150.63,pending,254.43.202.231,,0
TXN-F99835DB1EAA,USR00400,14394.60263643,2024-06-07T03:52:02,ahmedabadß,kolkata,Fashion,DEV-F67EB2FB,,Card,,pending,132.65.174.162,,0
TXN-F864D76C19FD,USR00361,11253.4104,2024-06-23T11:12:13,mumßai∆,mumbai,Gaming,,,NetBanking,215750.03,failed,abc.def.ghi.jkl,,0
TXN-C3A23DD9A155,USR00187,14598.70309085,2024-06-23T12:08:09,mumßaiß,hyd,Travel,,,UPI,94812.82,pending,168.127.237.45,,0
TXN-336ABE63CE3E,USR00274,Rs 19137,2024-03-28T15:43:45,delh!ø,delhi,Fashion,DEV-F7656B9C,mob!le,Card,160258.65,SUCCESS,197.186.12.181,,0
TXN-0BA88AE8148B,USR00106,14335.7796,2024-02-29T09:23:55,chennai,mumbai,Groceries,DEV-2F817C40,mob!le,Wallet,56881.97,pending,180.131.171.71,,0
TXN-778D231C3152,USR00294,1741.37,05/20/2024 05:25 PM,chennai,bangalore,Groceries,DEV-5E84CA78,mobile,upi,176225.02,SUCCESS,100.251.190.217,,0
TXN-FA076A4D82A7,USR00005,10501.05636133,2024-05-30T05:11:50,hyd,JAI,Elec⚡,DEV-B5490476,,CARD,126081.73,pending,abc.def.ghi.jkl,₹6885,0
TXN-8BE8B8AF849B,USR00396,8230.37945383,2023-12-20T17:35:33,delhi,hyd,,DEV-C1B99999,desktop,Card,25286.48,success,84.158.242.148,,1
TXN-4FA25CFC25F6,USR00319,6581.34,12-05-2024 14:28,JAIø,pune,Groceries,DEV-488156D8,mob!le,upi,197946.98,pending,161.132.41.225,,0
TXN-08E4A133D2CA,USR00249,Rs 6438,2024-02-05T23:43:37,hydß,delh!,Electronics,DEV-7EF394D7,mob!le,upi,,SUCCESS,,,0
TXN-C4C49DACF66B,USR00262,10534.1571,2024-05-06T11:37:03,kolkataø,hyd,Fashion,,tablet,Card,188271.88,SUCCESS,185.80.78.18,,1
TXN-B7640D105A54,USR00252,Rs 568,04/27/2024 01:55 PM,kolkataø,chennai,Elec⚡,DEV-91B610CF,desktop,upi,,pending,197.34.229.95,,0
TXN-FC66A8A25254,USR00201,3324.52,2024-03-22T05:42:19,mumbai∆,ahmedabad,Electronics,DEV-441BDCAA,desktop,Wallet,75170.8,failed,,,0
TXN-7753053E879A,USR00306,unknown,01/03/2024 06:45 AM,delhi⚠,JAI,Trav#,DEV-764406EA,mobile,upi,237343.74,pending,164.151.130.118,,0
TXN-5151B792CB59,USR00329,1566.8634,2024-01-25T06:51:14,chennai⚠,chennai,Electronics,DEV-FD1FF338,desktop,UPI,29564.35,SUCCESS,132.216.232.16,unknown,0
TXN-F59530DFD082,USR00252,13499.2156,2024-04-13T04:47:45,JAI∆,hyd,Travel,DEV-6C934CC1,mob!le,Wallet,50335.68,SUCCESS,243.119.82.160,,0
TXN-98D485A79DB5,USR00298,6792.47212664,2024-01-19T14:51:20,delhi,pune,Elec⚡,,mobile,CARD,243219.07,SUCCESS,158.9.69.212,,0
TXN-D3FE77BB04DE,USR00059,12070.32508187,2024-04-21T22:20:52,delh!⚠,mumbai,Elec⚡,DEV-B0269115,mob!le,,231425.56,failed,22.78.168.137,,0
TXN-91667A748C68,USR00186,19005.68367388,28-04-2024 17:08,mumßaiø,kolkata,Food,DEV-24274051,,NetBanking,212288.17,failed,abc.def.ghi.jkl,,0
TXN-10F5BE458D9F,USR00220,,2024-01-15T17:16:22,mumbaiø,ahmedabad,,DEV-E8F89FB4,tablet,UPI,160195.92,success,154.59.190.54,,1
TXN-CEACCEE6787B,USR00357,3510.4337,2024-02-03T10:01:17,mumßaiß,delhi,Electronics,DEV-68A50B23,desktop,Wallet,,failed,186.209.36.210,,0
TXN-907772445FA9,USR00184,7441.3972,2024-06-03T21:37:52,chennai,chennai,,DEV-4C076D2E,desktop,,146568.57,pending,87.184.168.176,,0
TXN-394966666B51,USR00164,10557.18482344,2024-02-03T20:05:46,mumbai,bangalore,Fashion,DEV-58ABF754,mobile,upi,133240.13,success,13.23.115.104,,0
TXN-E9C8C9764FFC,USR00275,4485.69,31-01-2024 08:40,pune⚠,delh!,Food,DEV-A5753DB6,mobile,,136264.86,success,246.204.253.144,,0
TXN-1F9BF285326D,USR00147,Rs 5415,2024-06-11T22:45:23,bangaloreß,chennai,,DEV-BCCFAC38,,,211354.56,success,abc.def.ghi.jkl,,0
TXN-B0B497CA8925,USR00062,unknown,02-06-2024 15:33,hyd⚠,mumbai,Trav#,DEV-66C01720,mobile,Card,152160.76,pending,251.53.170.16,,0
TXN-CFF91D652A75,USR00399,₹19650,2024-04-01T09:30:01,hyd,delh!,Travel,DEV-4C7A9BBF,desktop,UPI,165552.76,SUCCESS,999.999.1.1,8633.10398372,0
TXN-484787524291,USR00040,4760.2719,2024-04-13T06:51:22,delh!∆,mumbai,Travel,DEV-6F30CB7A,mobile,CARD,88943.5,pending,43.96.107.42,,0
TXN-052A6B4E91A9,USR00194,424.96,2024-03-25T18:30:43,chennai,JAI,Groceries,DEV-D3FF2AF4,desktop,UPI,12855.81,SUCCESS,54.209.42.147,,0
TXN-77195517E364,USR00264,11194.0118,2024-06-27T03:39:15,hyd∆,delh!,,DEV-4A21EEB0,,NetBanking,71247.79,success,98.96.146.19,,0
TXN-B423A268B8A3,USR00235,17422.6986,2024-04-19T09:26:20,JAI⚠,mumßai,Travel,DEV-628513C4,mob!le,Wallet,208421.14,failed,21.96.45.154,,0
TXN-8ECECECE1EDE,USR00332,1157.47,2024-05-30T01:59:27,delh!,kolkata,Electronics,DEV-2A7AAD5B,desktop,Card,6494.17,pending,94.244.227.5,,0
TXN-C7694EE684CA,USR00252,19607.41,2024-03-03T11:23:17,bangalore⚠,bangalore,,DEV-F3EA9596,,,55158.51,pending,77.252.184.118,,0
TXN-3793C2C64860,USR00132,unknown,2024-04-30T15:45:21,delhiø,bangalore,Travel,DEV-B61CBD9F,tablet,CARD,80052.55,success,233.209.63.148,,0
TXN-1C5B6568BCF6,USR00355,Rs 1736,2024-05-23T08:10:49,delhi∆,delh!,Food,,mob!le,upi,,success,182.151.68.183,,0
TXN-11C6F753031D,USR00008,2350.5,2024-01-13T21:11:56,mumßaiß,ahmedabad,Elec⚡,DEV-AF6E9C6C,mob!le,CARD,268710.86,failed,9.129.244.110,,0
TXN-EEBCA28663D9,USR00381,3204.25,2024-03-13T07:12:17,bangaloreø,delhi,Fashion,DEV-9EECEE53,,,181906.15,success,223.158.150.50,,0
TXN-DA0BE18C8EE7,USR00132,7337.6364,2024-03-13T14:56:44,chennaiß,delh!,Gaming,DEV-3A0440FD,mob!le,UPI,246544.74,SUCCESS,172.180.167.226,,0
TXN-5E8FC3C8485E,USR00338,6220.34592571,2024-02-22T22:02:12,bangalore⚠,delh!,Elec⚡,,tablet,NetBanking,65788.27,success,105.218.249.44,,0
TXN-B91E7E189ED8,USR00346,17397.1972,2024-05-18T23:02:31,delh!⚠,delh!,Elec⚡,DEV-2ABFB251,mob!le,,,success,101.120.169.199,,0
TXN-22A51591DE6C,USR00296,8399.02545039,2024-05-23T19:57:27,JAI,kolkata,Fashion,DEV-CFF63222,desktop,Card,,pending,166.227.12.150,,0
TXN-4F6AE5D69E29,USR00372,-389.88806325,27-03-2024 10:12,chennai,kolkata,Groceries,DEV-596555FC,mobile,CARD,269535.64,failed,162.52.150.207,,0
TXN-954DC7D4925D,USR00332,17604.2055,2024-06-21T23:28:05,mumbai∆,bangalore,Fashion,,mobile,Wallet,37116.6,success,abc.def.ghi.jkl,,1
TXN-CE1AF600579E,USR00304,4077.46,2024-03-01T08:57:22,delhi⚠,delh!,Fashion,DEV-BD60A742,mob!le,Card,213801.42,success,61.19.4.252,,1
TXN-A88ADB49E8BF,USR00198,11176.11,2024-03-04T21:34:35,chennai∆,bangalore,Groceries,DEV-C1C50E10,mob!le,CARD,172096.07,success,18.132.246.243,,1
TXN-FE863E0E7634,USR00103,19186.02,2024-06-07T14:54:05,chennai⚠,chennai,Food,DEV-C88C9AC6,,CARD,246926.02,success,132.83.18.186,,1
TXN-84C443FC111E,USR00081,6865.13,2024-02-11T00:28:53,JAI⚠,hyd,Groceries,DEV-ED783841,mobile,,200309.43,success,,,0
TXN-43DA3B58465D,USR00264,7563.42148339,2024-02-17T13:54:58,bangaloreß,pune,Elec⚡,DEV-93454FEE,mob!le,CARD,,success,3.207.174.5,,0
TXN-5E6715615BD3,USR00312,Rs 18931,2024-05-14T18:12:15,chennai∆,mumßai,Travel,DEV-BC7D752F,,CARD,151754.08,failed,207.188.74.29,₹2088,0
TXN-B11638132A01,USR00048,Rs 2273,2024-03-20T07:15:49,chennai∆,chennai,Elec⚡,DEV-51D424DB,mob!le,Card,155781.71,failed,50.201.94.34,,0
TXN-8B7A75F068A6,USR00316,180.7,2023-12-21T20:55:44,kolkataß,chennai,Elec⚡,DEV-FFDFC38F,desktop,NetBanking,107607.55,failed,12.229.130.31,₹13304,0
TXN-FA568ABB9335,USR00356,,2024-04-09T10:58:49,puneß,kolkata,Elec⚡,DEV-FB278BB5,tablet,CARD,-1984.62,success,53.246.24.65,,0
TXN-77D851735DA0,USR00313,₹9812,2023-12-27T18:33:23,bangaloreß,chennai,Trav#,DEV-48F30931,tablet,CARD,11440.6,success,244.19.67.152,,1
TXN-EC3D1BA5B34A,USR00265,14634.6,2024-01-08T06:40:37,mumßai⚠,delhi,Fashion,DEV-44FDF548,mobile,CARD,147998.0,success,232.71.238.208,,0
TXN-B537313A8696,USR00135,18044.82690877,2024-03-26T11:16:06,delhiß,kolkata,Gaming,DEV-01729BB2,mobile,UPI,288061.17,failed,78.190.237.114,,0
TXN-2DB45419A156,USR00260,3887.9127,2024-01-23T15:41:04,delh!∆,mumßai,,DEV-F032FE04,,Wallet,294230.72,pending,199.197.199.53,,0
TXN-2378EC14F866,USR00326,13367.47484284,2024-04-12T05:16:36,kolkata∆,delhi,Electronics,DEV-6133279C,,upi,94723.83,success,148.171.72.63,,0
TXN-51C22E72B893,USR00029,18465.8601,2024-06-11T10:43:29,delhi∆,pune,Elec⚡,DEV-C5C7ED8E,mobile,upi,22482.29,success,71.117.56.87,,0
TXN-2F9B75456F98,USR00118,,2024-05-10T14:05:10,ahmedabad⚠,pune,Fashion,DEV-E31E9B38,mob!le,,57216.53,pending,143.180.101.128,,0
TXN-DF38471319ED,USR00159,,2024-05-07T20:30:33,JAIø,delh!,Food,DEV-7F69D610,desktop,UPI,127308.49,failed,208.101.153.225,,0
TXN-5895D52E3AB4,USR00371,8818.6711,2024-01-30T18:46:20,JAI∆,mumbai,Trav#,DEV-31329AF4,tablet,upi,,failed,245.94.105.209,,0
TXN-6E1BCD96EAD3,USR00176,14961.61318463,2024-02-15T08:27:27,kolkataß,bangalore,Travel,DEV-81CBA6A1,,NetBanking,274131.73,failed,80.205.25.194,,0
TXN-9083A8248A35,USR00065,₹8708,2024-04-29T01:05:52,puneø,mumbai,Fashion,DEV-FC71EC25,mob!le,CARD,,pending,135.77.105.232,,0
TXN-B98FBF720F60,USR00075,17138.4809,26-12-2023 19:25,bangaloreø,JAI,Food,DEV-09E1A206,mob!le,CARD,180777.78,pending,,,1
TXN-BA2CF002A2E6,USR00349,unknown,2024-06-10T11:05:14,kolkata⚠,bangalore,Fashion,DEV-13890E73,mobile,UPI,148777.91,failed,159.246.183.23,,0
TXN-3FFF3AECC7BD,USR00172,₹9949,2024-03-31T14:56:43,hydß,delhi,Trav#,DEV-ADE06BC0,mob!le,Wallet,89489.28,pending,164.120.66.100,,0
TXN-CBCB6DA150D5,USR00190,2441.01,2024-05-17T07:24:11,bangaloreø,bangalore,Fashion,,,NetBanking,161766.02,failed,,,0
TXN-D8C529D5655B,USR00107,₹12538,2024-03-04T18:14:36,bangaloreø,delhi,Fashion,DEV-58720DF7,mob!le,NetBanking,59724.93,success,64.108.211.123,,0
TXN-EA4D20FAECCA,USR00174,unknown,2024-04-26T05:40:57,delh!∆,mumbai,,DEV-DC3D47F5,,Card,103533.98,pending,3.60.214.11,,0
TXN-1CB9E390BCCC,USR00175,,2024-06-02T05:05:24,bangalore⚠,chennai,Gaming,DEV-980BA270,mobile,UPI,13248.71,success,212.174.239.181,,0
TXN-C2410A638522,USR00038,7646.26,2024-05-08T04:05:13,JAIø,bangalore,Fashion,DEV-F6192B6D,mobile,Card,61646.28,success,252.96.82.34,,0
TXN-980504CB54BD,USR00044,₹4911,2024-06-21T05:42:08,chennai⚠,hyd,Groceries,DEV-AA36332C,,Wallet,10577.36,success,83.154.226.41,,0
TXN-45E7CBCE9042,USR00258,12203.17,2024-04-15T14:46:35,hyd,kolkata,Food,DEV-0C77FC89,mob!le,UPI,149943.75,SUCCESS,191.132.202.56,,1
